index,name
754,CNV_DNA damage response@ATR.1
755,CNV_DNA damage response@MDC1
756,CNV_DNA damage response@MDC1.1
757,CNV_DNA damage response@PARP1
758,CNV_DNA damage response@PARP1.1
759,CNV_DNA damage response@FANCF
760,CNV_DNA damage response@FANCF.1
761,CNV_folate transport@SLC19A1
762,CNV_folate transport@SLC19A1.1
763,CNV_folate transport@FOLR1
764,CNV_folate transport@FOLR1.1
765,CNV_folate transport@FOLR2
766,CNV_folate transport@FOLR2.1
767,CNV_folate transport@FOLR3
768,CNV_folate transport@FOLR3.1
769,CNV_folate transport@IZUMO1R
770,CNV_folate transport@IZUMO1R.1
771,CNV_ribosomal protein synthesis@RPS6KA1
772,CNV_ribosomal protein synthesis@RPS6KA1.1
773,CNV_ribosomal protein synthesis@RPS6KA2
774,CNV_ribosomal protein synthesis@RPS6KA2.1
775,CNV_ribosomal protein synthesis@RPS6KB1
776,CNV_ribosomal protein synthesis@RPS6KB1.1
777,CNV_ribosomal protein synthesis@RPS6KB2
778,CNV_ribosomal protein synthesis@RPS6KB2.1
779,CNV_ribosomal protein synthesis@EIF5A2
780,CNV_ribosomal protein synthesis@EIF5A2.1
781,CNV_ribosomal protein synthesis@EIF4E
782,CNV_ribosomal protein synthesis@EIF4E.1
783,CNV_ribosomal protein synthesis@EIF4EBP1
784,CNV_ribosomal protein synthesis@EIF4EBP1.1
785,CNV_ribosomal protein synthesis@RPS6
786,CNV_ribosomal protein synthesis@RPS6.1
787,CNV_ribosomal protein synthesis@HIF1A
788,CNV_ribosomal protein synthesis@HIF1A.1
789,ADDITION_SCORE
790,GEX_angiognesis@VEGFA
791,GEX_angiognesis@KDR
792,GEX_angiognesis@VEGFB
793,GEX_cell_cycle_control@CDKN1B
794,GEX_cell_cycle_control@STAT3
795,GEX_cell_cycle_control@STAT2
796,GEX_cell_cycle_control@STAT1
797,GEX_cell_cycle_control@CCNA1
798,GEX_cell_cycle_control@CCNE1
799,GEX_cell_cycle_control@CDK2
800,GEX_cell_cycle_control@RB1
801,GEX_cell_cycle_control@JAK2
802,GEX_cell_cycle_control@JAK1
803,GEX_cell_cycle_control@MYC
804,GEX_cell_cycle_control@CDKN2B
805,GEX_cell_cycle_control@SRC
806,GEX_cell_cycle_control@CDKN2A
807,GEX_cell_cycle_control@RBL1
808,GEX_cell_cycle_control@RBL2
809,GEX_cell_cycle_control@CDC25A
810,GEX_cell_cycle_control@CCNB1
811,GEX_cell_cycle_control@E2F7
812,GEX_cell_cycle_control@E2F5
813,GEX_cell_cycle_control@E2F3
814,GEX_cell_cycle_control@E2F2
815,GEX_cell_cycle_control@E2F1
816,GEX_cell_cycle_control@CCND1
817,GEX_cell_cycle_control@CCND2
818,GEX_cell_cycle_control@E2F8
819,GEX_cell_cycle_control@STAT5B
820,GEX_cell_cycle_control@STAT5A
821,GEX_cell_cycle_control@CDK4
822,GEX_cell_cycle_control@CDK6
823,GEX_dna_damage_response@BRCA1
824,GEX_dna_damage_response@MSH2
825,GEX_dna_damage_response@ATM
826,GEX_dna_damage_response@PARP1
827,GEX_dna_damage_response@MLH1
828,GEX_dna_damage_response@FANCF
829,GEX_dna_damage_response@ATR
830,GEX_dna_damage_response@RAD51
831,GEX_dna_damage_response@MDC1
832,GEX_dna_damage_response@CHEK1
833,GEX_Folate_transport@SLC19A1
834,GEX_Folate_transport@FOLR1
835,GEX_Folate_transport@FOLR2
836,GEX_Folate_transport@FOLR3
837,GEX_invasion_and_metastasis@MMP14
838,GEX_invasion_and_metastasis@MMP15
839,GEX_invasion_and_metastasis@MMP16
840,GEX_invasion_and_metastasis@MMP17
841,GEX_invasion_and_metastasis@MMP10
842,GEX_invasion_and_metastasis@MMP11
843,GEX_invasion_and_metastasis@MMP12
844,GEX_invasion_and_metastasis@MMP13
845,GEX_invasion_and_metastasis@MMP19
846,GEX_invasion_and_metastasis@PTK2
847,GEX_invasion_and_metastasis@MMP28
848,GEX_invasion_and_metastasis@MMP25
849,GEX_invasion_and_metastasis@MMP24
850,GEX_invasion_and_metastasis@MMP27
851,GEX_invasion_and_metastasis@WFDC2
852,GEX_invasion_and_metastasis@MMP21
853,GEX_invasion_and_metastasis@MMP26
854,GEX_invasion_and_metastasis@ITGAV
855,GEX_invasion_and_metastasis@SPARC
856,GEX_invasion_and_metastasis@MMP9
857,GEX_invasion_and_metastasis@CDH1
858,GEX_invasion_and_metastasis@MMP7
859,GEX_invasion_and_metastasis@MMP2
860,GEX_invasion_and_metastasis@MMP3
861,GEX_invasion_and_metastasis@MMP1
862,GEX_Notch_signaling@DTX3L
863,GEX_Notch_signaling@DTX4
864,GEX_Notch_signaling@CIR1
865,GEX_Notch_signaling@MFNG
866,GEX_Notch_signaling@DTX1
867,GEX_Notch_signaling@DTX2
868,GEX_Notch_signaling@DTX3
869,GEX_Notch_signaling@LFNG
870,GEX_Notch_signaling@NCSTN
871,GEX_Notch_signaling@ADAM10
872,GEX_Notch_signaling@HDAC2
873,GEX_Notch_signaling@NOTCH2
874,GEX_Notch_signaling@ADAM17
875,GEX_Notch_signaling@NCOR2
876,GEX_Notch_signaling@KDM5A
877,GEX_Notch_signaling@APH1B
878,GEX_Notch_signaling@APH1A
879,GEX_Notch_signaling@MAML2
880,GEX_Notch_signaling@ITCH
881,GEX_Notch_signaling@MAML1
882,GEX_Notch_signaling@PSEN2
883,GEX_Notch_signaling@RBPJ
884,GEX_Notch_signaling@JAG2
885,GEX_Notch_signaling@JAG1
886,GEX_Notch_signaling@CUL1
887,GEX_Notch_signaling@FBXW7
888,GEX_Notch_signaling@MAML3
889,GEX_Notch_signaling@HEYL
890,GEX_Notch_signaling@DLL1
891,GEX_Notch_signaling@DLL3
892,GEX_Notch_signaling@DLL4
893,GEX_Notch_signaling@ARRDC1
894,GEX_Notch_signaling@NUMB
895,GEX_Notch_signaling@HES1
896,GEX_Notch_signaling@RFNG
897,GEX_Notch_signaling@EP300
898,GEX_Notch_signaling@HEY2
899,GEX_Notch_signaling@CTBP2
900,GEX_Notch_signaling@HDAC1
901,GEX_Notch_signaling@HEY1
902,GEX_Notch_signaling@SNW1
903,GEX_Notch_signaling@NOTCH4
904,GEX_Notch_signaling@NOTCH1
905,GEX_Notch_signaling@NRARP
906,GEX_Notch_signaling@NOTCH3
907,GEX_Notch_signaling@SPEN
908,GEX_Notch_signaling@HES5
909,GEX_Notch_signaling@CTBP1
910,GEX_Notch_signaling@HES2
911,GEX_Notch_signaling@NUMBL
912,GEX_Notch_signaling@HES4
913,GEX_Notch_signaling@PSEN1
914,GEX_Notch_signaling@HES7
915,GEX_other_growth_proliferation_signaling@IGF1R
916,GEX_other_growth_proliferation_signaling@IGF1
917,GEX_other_growth_proliferation_signaling@CSF1R
918,GEX_other_growth_proliferation_signaling@CSF1
919,GEX_other_growth_proliferation_signaling@DLEC1
920,GEX_other_growth_proliferation_signaling@AURKA
921,GEX_other_growth_proliferation_signaling@OPCML
922,GEX_other_growth_proliferation_signaling@PLAGL1
923,GEX_other_growth_proliferation_signaling@FGF1
924,GEX_other_growth_proliferation_signaling@FGFR1
925,GEX_p53_signaling@CDKN2B
926,GEX_p53_signaling@CDKN2A
927,GEX_p53_signaling@TP53
928,GEX_p53_signaling@TP53BP1
929,GEX_p53_signaling@MDM2
930,GEX_p53_signaling@MDM4
931,GEX_pi3k_akt_mtor_signaling@FOXO3
932,GEX_pi3k_akt_mtor_signaling@AKT1
933,GEX_pi3k_akt_mtor_signaling@FOXO1
934,GEX_pi3k_akt_mtor_signaling@MTOR
935,GEX_pi3k_akt_mtor_signaling@MLST8
936,GEX_pi3k_akt_mtor_signaling@TSC2
937,GEX_pi3k_akt_mtor_signaling@TSC1
938,GEX_pi3k_akt_mtor_signaling@RPTOR
939,GEX_pi3k_akt_mtor_signaling@RICTOR
940,GEX_pi3k_akt_mtor_signaling@PIK3CA
941,GEX_pi3k_akt_mtor_signaling@AKT2
942,GEX_pi3k_akt_mtor_signaling@PTEN
943,GEX_pi3k_akt_mtor_signaling@PIK3R2
944,GEX_pi3k_akt_mtor_signaling@PIK3R1
945,GEX_pi3k_akt_mtor_signaling@PDPK1
946,GEX_pi3k_akt_mtor_signaling@RHEB
947,GEX_ras_raf_mek_erk_signaling@MAPK12
948,GEX_ras_raf_mek_erk_signaling@RASSF1
949,GEX_ras_raf_mek_erk_signaling@HRAS
950,GEX_ras_raf_mek_erk_signaling@MAP2K3
951,GEX_ras_raf_mek_erk_signaling@MAP2K2
952,GEX_ras_raf_mek_erk_signaling@MAP2K1
953,GEX_ras_raf_mek_erk_signaling@MAP2K5
954,GEX_ras_raf_mek_erk_signaling@MAP2K4
955,GEX_ras_raf_mek_erk_signaling@RAF1
956,GEX_ras_raf_mek_erk_signaling@KRAS
957,GEX_ras_raf_mek_erk_signaling@MAPK14
958,GEX_ras_raf_mek_erk_signaling@RAB25
959,GEX_ras_raf_mek_erk_signaling@MAP3K2
960,GEX_ras_raf_mek_erk_signaling@MAP3K3
961,GEX_ras_raf_mek_erk_signaling@MAP3K1
962,GEX_ras_raf_mek_erk_signaling@MAP3K4
963,GEX_ras_raf_mek_erk_signaling@MAP3K5
964,GEX_ras_raf_mek_erk_signaling@MAPK3
965,GEX_ras_raf_mek_erk_signaling@MAPK1
966,GEX_ras_raf_mek_erk_signaling@MAPK7
967,GEX_ras_raf_mek_erk_signaling@MAPK4
968,GEX_ras_raf_mek_erk_signaling@MAPK8
969,GEX_ras_raf_mek_erk_signaling@MAPK9
970,GEX_ras_raf_mek_erk_signaling@BRAF
971,GEX_ribosomal_growth@RPS6KA1
972,GEX_ribosomal_growth@RPS6KA2
973,GEX_ribosomal_growth@RPS6KB1
974,GEX_ribosomal_growth@RPS6KB2
975,GEX_ribosomal_growth@RPS6
976,GEX_ribosomal_growth@EIF4EBP1
977,GEX_ribosomal_growth@EIF4E
978,GEX_ribosomal_growth@EIF5A2
979,GEX_rtk_signaling_family@ERBB2
980,GEX_rtk_signaling_family@ERBB3
981,GEX_rtk_signaling_family@PDGFB
982,GEX_rtk_signaling_family@IGF1
983,GEX_rtk_signaling_family@ERBB4
984,GEX_rtk_signaling_family@PDGFA
985,GEX_rtk_signaling_family@EGFR
986,GEX_rtk_signaling_family@IGF1R
987,GEX_rtk_signaling_family@VEGFA
988,GEX_rtk_signaling_family@VEGFB
989,GEX_rtk_signaling_family@PDGFRA
990,GEX_rtk_signaling_family@FGF1
991,GEX_rtk_signaling_family@FGFR1
992,GEX_rtk_signaling_family@KIT
993,GEX_rtk_signaling_family@PDGFRB
994,GEX_rtk_signaling_family@KDR
995,GEX_survival_cell_death_regulation@BCL2L1
996,GEX_survival_cell_death_regulation@TGFB1
997,GEX_survival_cell_death_regulation@TGFBR1
998,GEX_survival_cell_death_regulation@DIRAS3
999,GEX_survival_cell_death_regulation@TGFBR2
1000,GEX_survival_cell_death_regulation@ARL11
1001,GEX_survival_cell_death_regulation@BAD
1002,GEX_survival_cell_death_regulation@CASP7
1003,GEX_survival_cell_death_regulation@CASP9
1004,GEX_survival_cell_death_regulation@CASP6
1005,GEX_survival_cell_death_regulation@CASP10
1006,GEX_survival_cell_death_regulation@CASP3
1007,GEX_survival_cell_death_regulation@FAS
1008,GEX_survival_cell_death_regulation@CASP8
1009,GEX_survival_cell_death_regulation@GSK3B
1010,GEX_survival_cell_death_regulation@WWOX
1011,GEX_survival_cell_death_regulation@NFKB1
1012,GEX_survival_cell_death_regulation@NFKB2
1013,GEX_survival_cell_death_regulation@APAF1
1014,GEX_survival_cell_death_regulation@BCL2
1015,GEX_telomere_maintenance@TERT
1016,dss@diff
1017,dss@sum
1018,ExpectedSynergyScore@mean_CELL_LINE
1019,ExpectedSynergyScore@median_CELL_LINE
1020,ExpectedSynergyScore@mean_COMPOUND_A
1021,ExpectedSynergyScore@median_COMPOUND_A
1022,ExpectedSynergyScore@mean_COMBINATION_ID
1023,ExpectedSynergyScore@median_COMBINATION_ID
1024,ExpectedSynergyScore@mean_CELL_LINE_COMPOUND_A
1025,ExpectedSynergyScore@median_CELL_LINE_COMPOUND_A
1026,synthetic_lethality_score
1027,synthetic_lethality_count
