COMBINATION_ID,MAX_CONC_B,MAX_CONC_A,IC50_B,H_B,Einf_B,IC50_A,H_A,Einf_A,SUM_SYN_ANT_LOEWE,SUM_SYN_ANT_BLISS,SUM_SYN_ANT_HSA
CARBOPLATIN.ZOLINZA,4.0,50.0,1.45042098,2.621075802,8.835611116,16.62678588,2.107993797,56.91485535,2.581227899,11.79308819,15.11829993
CYCLOPHOSPHAMIDE.DASATINIB,3.0,10.0,0.103209243,1.119576616,54.98250436,1.0,0.0,100.0,0.495643193,-0.568971951,0.495643193
CYCLOPHOSPHAMIDE.DINACICLIB,0.04,10.0,0.011954639,2.592706928,7.29614007,1.0,0.0,100.0,8.210791655,8.210791655,8.210791655
CYCLOPHOSPHAMIDE.ERLOTINIB,5.0,10.0,4.543701048,1.289271169,20.94433559,1.0,0.0,100.0,-3.538518599,-4.91667334,-1.939492397
CYCLOPHOSPHAMIDE.GELDANAMYCIN,2.0,10.0,0.213312181,9.984124808,26.01574291,1.0,0.0,100.0,1.065406019,1.065406019,1.065406019
CYCLOPHOSPHAMIDE.L778123,5.0,10.0,2.268069866,1.056099977,45.51825985,1.0,0.0,100.0,2.149227664,2.149227664,2.149227664
CYCLOPHOSPHAMIDE.LAPATINIB,5.0,10.0,5.0,1.318832589,59.80176276,1.0,0.0,100.0,-6.065359862,-7.22833342,-6.065359862
CYCLOPHOSPHAMIDE.MK-2206,4.0,10.0,0.937148614,1.097350523,64.06371107,1.0,0.0,100.0,9.132109534,8.718221779,9.508261187
CYCLOPHOSPHAMIDE.MK-4541,10.0,4.0,1.0,0.0,100.0,1.0,1.2281061835,92.73315532,3.928836029,3.928836029,3.928836029
CYCLOPHOSPHAMIDE.MK-4827,10.0,10.0,4.203435474,1.460345852,58.39980573,1.0,0.0,100.0,3.322341568,3.322341568,3.322341568
CYCLOPHOSPHAMIDE.MK-5108,2.0,10.0,0.712143442,2.435457865,67.02236824,1.0,0.0,100.0,5.607115341,5.51036598,5.607115341
CYCLOPHOSPHAMIDE.MK-8669,0.01,10.0,0.000801821,1.989645838,77.387387945,1.0,0.0,100.0,16.61645904,16.61645904,16.61645904
CYCLOPHOSPHAMIDE.MK-8776,4.0,10.0,0.5695402215,2.144230256,51.16573305,1.0,0.0,100.0,1.6128071385,1.6128071385,1.6128071385
CYCLOPHOSPHAMIDE.MRK-003,10.0,10.0,1.0,0.0,100.0,6.565226945,2.081952655,57.2359014,-2.224569659,-2.224569659,-2.224569659
CYCLOPHOSPHAMIDE.PD325901,0.1,10.0,0.0077520985,1.240154616,37.977620275,1.0,0.0,100.0,-6.2924934285,-7.1470295195,-6.2924934285
CYCLOPHOSPHAMIDE.SORAFENIB,20.0,10.0,10.63884011,3.3018937955,1.199932442,1.0,0.0,100.0,5.478740622,5.478740622,5.478740622
CYCLOPHOSPHAMIDE.SUNITINIB,5.0,10.0,3.332637087,2.780818397,24.61693666,1.0,0.0,100.0,6.334373263,6.334373263,6.334373263
CYCLOPHOSPHAMIDE.TEMOZOLOMIDE,250.0,10.0,27.71723953,2.6411448555,76.67809933,1.0,0.0,100.0,-0.5141985985,-0.5141985985,-0.5141985985
CYCLOPHOSPHAMIDE.ZOLINZA,4.0,10.0,1.5252569515,2.244176801,9.809532283,1.0,0.0,100.0,10.592112905,10.592112905,10.592112905
DASATINIB.DEXAMETHASONE,3.0,10.0,0.1196527685,1.0771931915,49.362433835,1.0,0.0,100.0,0.823845053,-1.5495509485,0.9192251065
DASATINIB.DINACICLIB,0.04,3.0,0.0103597745,2.5510239285,6.8967762675,0.102770345,1.0589057295,49.362433835,16.893170215,6.0744173995,24.43350534
DASATINIB.DOXORUBICIN,3.0,0.3,0.128575696,1.119576616,54.98250436,0.05057381,1.338403238,0.101602412,13.52825008,0.122835826,19.61308887
DASATINIB.ERLOTINIB,3.0,5.0,0.102770345,1.06927967,44.524531345,4.166457051,1.285567623,20.581373705,20.894711285,4.0031998995,27.37487009
DASATINIB.ETOPOSIDE,3.0,4.0,0.128575696,1.084887885,54.24317801,0.587037039,1.513184683,36.01351662,17.12726506,-4.80808505,23.57419865
DASATINIB.GELDANAMYCIN,2.0,3.0,0.3652477175,7.095977955,20.004451085,0.0892610215,0.978874969,41.23317359,3.2207835905,-4.2733778355,15.155377485
DASATINIB.GEMCITABINE,3.0,0.01,0.106969542,1.0591245575,53.13325144,0.001602175,2.4236437915,17.187969625,9.688260517,-0.127823288,14.98986093
DASATINIB.L778123,3.0,5.0,0.1196527685,1.1147193215,44.524531345,1.778698741,1.259293062,48.193853135,22.611029285,10.912453745,26.69196819
DASATINIB.LAPATINIB,3.0,5.0,0.1196527685,1.1022322505,52.763588265,4.999723834,1.2261587335,58.322462275,8.5830260785,-2.6547663945,10.8152834425
DASATINIB.METFORMIN,3.0,250.0,0.1438215505,1.1022322505,50.84202358,1.0,0.0,100.0,2.715999364,2.6683901815,3.9795674235
DASATINIB.METHOTREXATE,3.0,0.2,0.159402189,1.06927967,61.527699755,0.0310863755,3.9392031475,17.096311735,-9.6558431385,-16.25603648,-4.572531454
DASATINIB.MITOMYCINE,3.0,1.0,0.106969542,1.0771931915,49.362433835,0.1273670815,1.441403887,24.80366049,15.685681585,1.6530780465,24.090210225
DASATINIB.MK-2206,3.0,4.0,0.128575696,1.069060842,54.24317801,0.924520978,1.097350523,65.97735249,36.85083127,18.69801492,43.3829717
DASATINIB.MK-4541,3.0,4.0,0.106530644,1.0591245575,44.524531345,1.0,1.0664115985,93.26438456,-0.7591847875,-3.2297527325,-0.5239244975
DASATINIB.MK-4827,3.0,10.0,0.106969542,1.097374956,44.524531345,3.7184770805,1.453970481,57.651782645,10.477678002,3.1218248065,15.73977066
DASATINIB.MK-5108,3.0,2.0,0.102770345,1.0769743635,47.925685775,0.6516581485,2.8250628465,69.3519386,16.69959376,8.95272809,17.600331915
DASATINIB.MK-8669,0.01,3.0,0.000735258,2.102832704,76.11335754,0.103209243,1.069060842,51.28399852,35.10325345,15.14201493,38.74258903
DASATINIB.MK-8776,4.0,3.0,0.5695402215,2.290596597,49.26289707,0.1196527685,1.1147193215,50.84202358,32.24515006,17.545683355,36.507150425
DASATINIB.MRK-003,3.0,10.0,0.103209243,1.048750617,68.07289515,5.134224659,2.959677302,60.69022844,17.90956072,7.447504254,20.5807959
DASATINIB.OXALIPLATIN,20.0,3.0,6.6938247175,1.97155038,38.034992805,0.1196527685,1.097374956,44.524531345,-4.2674433945,-18.94663645,0.4521714765
DASATINIB.PACLITAXEL,3.0,0.04,0.128575696,1.019602605,54.98250436,0.003074043,1.771879853,24.61241217,23.75313006,-3.806257083,32.05378693
DASATINIB.PD325901,3.0,0.1,0.106969542,1.06927967,44.17324734,0.007148892,1.0219013375,55.814699815,20.03868459,-3.971968903,24.13072285
DASATINIB.SN-38,0.005,3.0,0.00221806,1.845477558,36.01801309,0.102331447,1.069498498,41.60819354,16.44042142,9.98422088,23.16501323
DASATINIB.SORAFENIB,20.0,3.0,10.2651596095,3.4270256345,1.48989873,0.1438215505,1.0769743635,61.527699755,9.5706331685,5.702888152,14.387385915
DASATINIB.SUNITINIB,3.0,5.0,0.128575696,1.109862027,54.24317801,3.824096718,2.871591058,19.96217912,23.71428356,19.45013278,28.05181361
DASATINIB.TEMOZOLOMIDE,3.0,250.0,0.103209243,1.084887885,54.98250436,12.91737117,1.678428188,87.39811291,-11.21560672,-11.4164827,-4.505361357
DASATINIB.TOPOTECAN,1.0,3.0,0.099496269,1.5567687935,15.263433995,0.1438215505,0.978874969,73.254659965,1.9039987765,-23.55353974,7.773391938
DASATINIB.VINBLASTINE,3.0,0.04,0.1196527685,1.1209976155,47.57440177,0.01400865,2.510293769,10.6622955075,6.9619954465,-1.6339518835,20.153849635
DASATINIB.VINORELBINE,3.0,0.04,0.102770345,1.06927967,44.524531345,0.0030408025,2.317717507,25.94229342,12.64938445,-10.84568893,22.21602216
DASATINIB.ZOLINZA,3.0,4.0,0.1196527685,1.0771931915,49.362433835,1.4387520745,2.5914174165,5.09574819,4.043309736,2.967100617,12.49157765
DEXAMETHASONE.DINACICLIB,0.04,10.0,0.011865655,2.929524101,7.703104616,1.0,0.0,100.0,5.60793799,3.634148213,6.046585727
DEXAMETHASONE.ERLOTINIB,5.0,10.0,4.461499443,1.6464677745,27.107089315,1.0,0.0,100.0,-1.7139227185,-2.561913073,-1.7139227185
DEXAMETHASONE.GELDANAMYCIN,2.0,10.0,0.3285271725,7.088040359,27.71102197,1.0,0.0,100.0,0.086879315,-1.4637180525,0.086879315
DEXAMETHASONE.L778123,5.0,10.0,2.268069866,1.328200098,39.63383334,1.0,0.0,100.0,2.338208168,0.332209754,2.338208168
DEXAMETHASONE.LAPATINIB,5.0,10.0,5.0,1.318832589,51.60288926,1.0,0.0,100.0,-4.539023522,-4.683033585,-4.539023522
DEXAMETHASONE.MK-2206,4.0,10.0,0.49769205,1.307747665,63.249502665,1.0,0.0,100.0,11.50754873,11.50754873,11.50754873
DEXAMETHASONE.MK-4541,10.0,4.0,1.0,0.0,100.0,1.0,1.06259322,93.0756375,0.692991326,-0.194727186,1.780619526
DEXAMETHASONE.MK-4827,10.0,10.0,3.7184770805,2.0951695515,54.736011315,1.0,0.0,100.0,3.830076544,3.604441197,3.830076544
DEXAMETHASONE.MK-5108,2.0,10.0,0.604870467,2.5399916015,59.74771575,1.0,0.0,100.0,-0.634227752,-1.118114257,-0.3508113225
DEXAMETHASONE.MK-8669,0.01,10.0,0.000695729,2.198333149,76.11335754,1.0,0.0,100.0,12.42597717,8.002656285,12.42597717
DEXAMETHASONE.MK-8776,4.0,10.0,0.5199429845,2.2884463,51.16573305,1.0,0.0,100.0,0.7946940575,-1.6773696765,0.8920792125
DEXAMETHASONE.MRK-003,10.0,10.0,1.0,0.0,100.0,5.610753619,2.081952655,57.2359014,4.842642798,3.733238149,4.842642798
DEXAMETHASONE.PD325901,0.1,10.0,0.007148892,1.1590399455,48.285533575,1.0,0.0,100.0,-1.141078806,-2.143559507,-1.141078806
DEXAMETHASONE.SORAFENIB,20.0,10.0,11.13349922,3.187850242,0.0,1.0,0.0,100.0,8.655217211,8.655217211,8.655217211
DEXAMETHASONE.SUNITINIB,5.0,10.0,3.366808486,2.6987046325,20.53141777,1.0,0.0,100.0,9.4740625535,8.2239551255,9.4740625535
DEXAMETHASONE.TEMOZOLOMIDE,250.0,10.0,13.913843475,2.5660835995,83.39565412,1.0,0.0,100.0,-5.2016756385,-6.067903857,-5.006100747
DEXAMETHASONE.ZOLINZA,4.0,10.0,1.4265140475,2.244176801,7.394722013,1.0,0.0,100.0,5.649010531,4.691611842,6.4231783015
DINACICLIB.DOXORUBICIN,0.04,0.3,0.010375306,2.56205144,6.497412465,0.05057381,1.438755694,0.24885381,0.373024445,1.586194828,14.16680873
DINACICLIB.ERLOTINIB,0.04,5.0,0.010375306,2.509340929,9.486148305,4.645981859,1.289271169,25.73392111,8.200600663,11.09051472,22.41445442
DINACICLIB.ETOPOSIDE,0.04,4.0,0.011055734,2.56205144,7.703104616,0.445445418,1.535331728,30.99321971,-0.648562418,-0.282115509,16.86103496
DINACICLIB.GELDANAMYCIN,0.04,2.0,0.0111649725,2.550828816,4.600803381,0.4416044095,6.208338296,24.89477352,2.641591219,14.11118344,21.85767953
DINACICLIB.GEMCITABINE,0.04,0.01,0.011702079,2.5925118155,8.294946043,0.0021675675,3.185046973,15.52703357,-4.025342306,-1.770402246,7.129041708
DINACICLIB.L778123,0.04,5.0,0.011865655,2.592316703,6.497412465,2.19361832,1.213983185,44.57149076,9.696861622,7.399680626,16.79192371
DINACICLIB.LAPATINIB,0.04,5.0,0.011954639,2.56205144,4.499595082,5.0,1.318832589,51.60288926,15.73701892,19.18140472,24.86493645
DINACICLIB.METFORMIN,0.04,250.0,0.011865655,2.56205144,1.703233835,1.0,0.0,100.0,3.885358738,4.749241751,4.749241751
DINACICLIB.METHOTREXATE,0.04,0.2,0.012632807,2.550828816,8.9693618775,0.0442619585,10.0,18.91238357,-5.135413369,-0.4025187255,7.192746055
DINACICLIB.MITOMYCINE,0.04,1.0,0.011449519,2.56205144,6.497412465,0.124811704,1.542597707,23.96035006,-1.113680834,1.700156752,17.48708383
DINACICLIB.MK-2206,0.04,4.0,0.0114606945,2.760920402,6.8967762675,1.0,1.1252920305,62.333551305,14.03064062,13.49876232,20.021804275
DINACICLIB.MK-4541,0.04,4.0,0.0112526265,2.550828816,3.202530887,1.0,0.970849638,93.975736095,10.997835645,10.3153933885,11.573965785
DINACICLIB.MK-4827,0.04,10.0,0.0112526265,2.5925118155,6.720871638,3.7184770805,1.899389171,57.651782645,-1.4770533345,0.6551981865,7.68483606
DINACICLIB.MK-5108,0.04,2.0,0.011055734,2.56205144,7.29614007,0.65026385,2.261650136,61.96625215,3.717871248,3.855128443,9.676029402
DINACICLIB.MK-8669,0.04,0.01,0.010375306,2.56205144,7.703104616,0.000820534,2.198333149,77.81589391,15.28501341,9.323937543,19.98203568
DINACICLIB.MK-8776,4.0,0.04,0.5695402215,2.213222512,53.07959469,0.0112526265,2.5356961845,5.4985037735,6.4210507775,3.3802880365,14.763100365
DINACICLIB.MRK-003,0.04,10.0,0.011910147,2.986933265,7.499622343,6.027234098,2.5208149785,60.926328875,2.643088013,5.0760828445,10.8990893
DINACICLIB.OXALIPLATIN,0.04,20.0,0.011055734,2.509340929,7.703104616,5.908511307,2.056504173,37.29650322,-0.826508396,0.476007472,11.98466195
DINACICLIB.PACLITAXEL,0.04,0.04,0.012314304,2.7457877705,6.8967762675,0.0031122535,2.0989942165,29.11287831,-4.7960610725,1.6015179075,17.718795905
DINACICLIB.PD325901,0.04,0.1,0.011449519,2.592316703,6.497412465,0.00918619,1.14297706,49.30395914,3.428934218,-0.241351611,10.8659357
DINACICLIB.SN-38,0.04,0.005,0.0109124125,2.4984268275,5.4985037735,0.002270717,1.8579363805,33.561604815,-3.8131585845,1.320307496,8.5368333725
DINACICLIB.SORAFENIB,0.04,20.0,0.010375306,2.509340929,9.293752016,9.01409606,3.144624821,0.0,-4.316082667,7.113880425,14.23092688
DINACICLIB.SUNITINIB,0.04,5.0,0.011055734,2.56205144,7.703104616,3.547917042,2.080422976,10.43189816,7.189454013,13.05973428,19.05291651
DINACICLIB.TEMOZOLOMIDE,0.04,250.0,0.011449519,2.929524101,9.293752016,12.83428646,1.738459268,87.39811291,1.944412313,1.010835143,6.642399284
DINACICLIB.TOPOTECAN,0.04,1.0,0.011449519,2.592316703,7.29614007,0.079859844,1.623216997,15.62925811,-0.92321784,-5.126574761,13.966896
DINACICLIB.VINBLASTINE,0.04,0.04,0.011449519,2.509340929,7.703104616,0.013918679,1.813586927,12.33381486,-7.552653275,4.70633042,12.54979813
DINACICLIB.VINORELBINE,0.04,0.04,0.010375306,2.592316703,9.486148305,0.003754502,2.101836785,28.24560292,-5.287566606,4.835292789,17.59869842
DINACICLIB.ZOLINZA,0.04,4.0,0.011055734,2.487512726,6.497412465,1.456962526,2.298177563,8.683921983,-21.5189505,-7.156543715,2.654262181
DOXORUBICIN.ERLOTINIB,5.0,0.3,3.415215696,1.295925477,20.21841182,0.048542259,1.438755694,0.24885381,4.264379112,-0.331872104,10.86904291
DOXORUBICIN.GELDANAMYCIN,2.0,0.3,0.4416044095,9.9920623995,24.89477352,0.051400204,1.344746793,0.0,-5.0346154695,-10.09956877,8.32982872
DOXORUBICIN.L778123,5.0,0.3,2.011440665,1.398565708,63.92346152,0.05057381,1.338403238,0.0,-2.551857072,-11.48015401,-0.854466585
DOXORUBICIN.LAPATINIB,5.0,0.3,4.7150254695,1.2261587335,55.222611655,0.0532774545,1.2652706955,0.0,7.1825327195,1.917879317,11.617972435
DOXORUBICIN.MK-2206,4.0,0.3,0.579714195,1.097350523,59.61726601,0.052226598,1.253194512,0.0,12.43042894,4.199300311,17.23589547
DOXORUBICIN.MK-4541,0.3,4.0,0.0473901265,1.2652706955,0.0,1.0,1.1081712945,93.018714015,9.0117333755,7.3421623455,9.3406870275
DOXORUBICIN.MK-4827,10.0,0.3,4.203435474,1.460345852,58.39980573,0.067056115,1.351090348,0.101602412,-5.3360561,-10.6767191,0.672152226
DOXORUBICIN.MK-5108,2.0,0.3,0.636662796,2.144212024,67.02236824,0.052226598,1.253194512,0.0,-2.616571278,-8.202078559,-1.10455341
DOXORUBICIN.MK-8669,0.01,0.3,0.000801821,2.103578261,78.68593352,0.0532774545,1.295798875,0.0,10.968983475,0.2143219495,12.741039375
DOXORUBICIN.MK-8776,4.0,0.3,0.567671689,2.173630498,51.32875537,0.059647802,1.376915502,0.101602412,12.49093087,1.24900466,19.91919099
DOXORUBICIN.MRK-003,0.3,10.0,0.0532774545,1.35765937,0.050801206,7.0210996295,2.081523873,53.360687365,-2.230287475,-4.605272063,3.4815090105
DOXORUBICIN.PD325901,0.1,0.3,0.0077520985,1.1335671775,48.285533575,0.0532774545,1.394923021,0.124426905,4.7249969875,-10.9378373,10.439840621
DOXORUBICIN.SORAFENIB,20.0,0.3,10.60554087,3.415937349,0.978913795,0.059647802,1.438755694,2.334928135,-9.604957561,-7.270267601,1.819082953
DOXORUBICIN.SUNITINIB,5.0,0.3,3.6125383015,2.876331377,22.85390909,0.0633519585,1.344746793,0.0,-6.860599949,-6.438624014,1.9309466295
DOXORUBICIN.TEMOZOLOMIDE,250.0,0.3,14.91031578,1.911993368,87.39811291,0.052226598,1.351090348,0.101602412,-0.1377996,-3.746622526,2.524762136
DOXORUBICIN.ZOLINZA,4.0,0.3,1.404857777,2.5914174165,9.7336877165,0.0559372,1.344746793,0.050801206,2.8965308555,7.70552062,16.163974575
ERLOTINIB.ETOPOSIDE,5.0,4.0,4.379297838,1.295925477,25.73392111,0.706745509,1.513184683,19.70727886,26.10712358,10.37933912,34.52931615
ERLOTINIB.GELDANAMYCIN,2.0,5.0,0.313499574,4.19195591,17.79347907,3.415215696,1.240779342,20.21841182,2.389493747,1.610440524,16.37420108
ERLOTINIB.GEMCITABINE,5.0,0.01,4.543701048,1.240779342,20.94433559,0.001701508,3.882898802,17.99197951,2.110711329,-2.295876465,6.638725707
ERLOTINIB.L778123,5.0,5.0,3.68441598,1.285567623,28.070446735,2.0050054395,1.135041581,57.585505065,12.098605965,2.0044213225,18.121598975
ERLOTINIB.LAPATINIB,5.0,5.0,3.384191791,1.54493245,28.070446735,4.7150254695,1.332328425,59.900799755,-6.308091246,-8.6977429095,1.4964317455
ERLOTINIB.METFORMIN,5.0,250.0,3.329569009,1.3197220645,24.77056369,61.10683417,0.429921777,92.692275155,0.9030783855,0.1361402945,2.0891804765
ERLOTINIB.METHOTREXATE,5.0,0.2,3.953616264,1.289271169,33.06611568,0.041352254,10.0,17.16309897,0.818505629,-0.437309908,6.23496787
ERLOTINIB.MITOMYCINE,5.0,1.0,4.543701048,1.289271169,23.80720627,0.192600613,1.447632752,31.77788246,-38.29919168,-40.67704191,-26.72246975
ERLOTINIB.MK-2206,5.0,4.0,4.461499443,1.292598323,22.37577093,0.968574307,1.0906632385,64.97966243,25.132353365,15.204155405,36.430711245
ERLOTINIB.MK-4541,5.0,4.0,4.166457051,1.3784548525,24.77056369,1.0,1.650144261,92.487484775,9.6098833495,9.01987627,10.333433839
ERLOTINIB.MK-4827,5.0,10.0,4.379297838,1.413391053,20.94433559,3.676775124,2.206622764,53.27669047,7.983105803,7.535157701,15.22307824
ERLOTINIB.MK-5108,5.0,2.0,3.243922322,1.281864077,20.21841182,0.712143442,2.435457865,61.96625215,9.294464815,6.561681493,19.47829105
ERLOTINIB.MK-8669,0.01,5.0,0.000777896,2.0366505035,76.964625725,3.68441598,1.3784548525,23.33912835,31.780959345,22.73644004,39.047217755
ERLOTINIB.MK-8776,4.0,5.0,0.464345644,2.173630498,51.00271073,4.379297838,1.240779342,17.31900126,9.224099764,2.427329136,19.83383609
ERLOTINIB.MRK-003,5.0,10.0,3.897256767,1.285567623,18.76870654,6.087990282,2.062987943,56.25537704,12.38256946,6.8234753755,18.763561775
ERLOTINIB.OXALIPLATIN,20.0,5.0,6.6938247175,1.9600685265,37.20048134,2.672022401,1.292598323,18.76870654,-14.642718685,-19.36222377,-4.412379252
ERLOTINIB.PACLITAXEL,5.0,0.04,4.379297838,1.281864077,23.80720627,0.003074043,2.070935606,18.07073691,1.236464675,-1.571452437,15.23566199
ERLOTINIB.PD325901,0.1,5.0,0.00680002,1.141512311,53.104396255,4.5948414535,1.351331111,20.581373705,5.737503951,-6.258893626,12.93537967
ERLOTINIB.SN-38,0.005,5.0,0.00221806,1.66162767,36.15893559,4.543701048,1.295925477,17.31900126,20.69949823,28.91195865,32.14452121
ERLOTINIB.SORAFENIB,20.0,5.0,10.804021825,3.312982081,0.0,4.5948414535,1.292598323,28.070446735,5.2446923055,8.546489671,15.60233537
ERLOTINIB.SUNITINIB,5.0,5.0,4.645981859,1.343518652,23.80720627,3.400979885,2.616590868,19.96217912,12.17460413,11.15198904,20.51211222
ERLOTINIB.TEMOZOLOMIDE,5.0,250.0,3.243922322,1.289271169,25.73392111,12.83428646,1.738459268,88.59101696,6.126888622,6.030163335,11.71762483
ERLOTINIB.TOPOTECAN,1.0,5.0,0.079859844,1.623216997,15.1647899,3.243922322,1.295925477,20.94433559,23.14975234,11.60871473,31.34853078
ERLOTINIB.VINBLASTINE,5.0,0.04,4.6053020585,1.3784548525,18.76870654,0.0103184005,2.068536681,8.6382126245,38.920118565,39.718359235,56.234999665
ERLOTINIB.VINORELBINE,5.0,0.04,4.645981859,1.289271169,25.73392111,0.003740347,1.950482996,27.55534554,11.92274923,13.1295747,26.67879006
ERLOTINIB.ZOLINZA,5.0,4.0,4.166457051,1.2683524095,17.047136675,1.4099418055,2.427900177,5.09574819,9.746483845,15.89895504,25.057124575
ETOPOSIDE.GELDANAMYCIN,2.0,4.0,0.2664647475,3.919276987,22.48336888,0.7079255055,1.5242582055,31.066439875,5.5229585455,4.9935951765,19.84967258
ETOPOSIDE.L778123,4.0,5.0,0.706745509,1.513184683,26.11936313,2.19361832,1.213983185,50.86944642,2.789932602,-5.216999799,10.91000742
ETOPOSIDE.LAPATINIB,5.0,4.0,5.0,1.251208469,58.84233405,0.706745509,1.692048058,38.21456618,13.00039751,8.641319882,17.16531639
ETOPOSIDE.MK-2206,4.0,4.0,1.0,1.083975954,64.06371107,0.706745509,1.535331728,18.74818842,31.36329959,15.32186966,36.79937479
ETOPOSIDE.MK-4541,4.0,4.0,0.5760954635,1.596442826,31.066439875,1.0,1.555873032,89.90148926,3.90079875,0.1145940905,4.500793095
ETOPOSIDE.MK-4827,10.0,4.0,5.0431026645,1.443778849,56.54954586,0.646891274,1.442936872,28.55629142,4.4422198175,-6.98504388,13.239456675
ETOPOSIDE.MK-5108,2.0,4.0,0.6516581485,2.3485540005,65.384135905,0.5162412285,1.5242582055,25.350249285,7.195068142,-2.522704987,14.63827171
ETOPOSIDE.MK-8669,0.01,4.0,0.000695729,1.970468303,77.81589391,0.709105502,1.535331728,30.99321971,8.828950906,-1.509947826,17.4238639
ETOPOSIDE.MK-8776,4.0,4.0,0.587028614,2.270118758,44.376876865,0.5113382205,1.7132465725,19.22773364,10.815796885,5.2993202725,23.76372648
ETOPOSIDE.MRK-003,4.0,10.0,0.646891274,1.663045346,39.218695375,5.549997435,3.3417845625,61.461296175,7.5055150375,7.475436207,14.304734295
ETOPOSIDE.PD325901,0.1,4.0,0.008145249,1.026539857,49.30395914,0.706745509,1.535331728,26.11936313,12.04405071,-2.065887617,18.07084323
ETOPOSIDE.SORAFENIB,20.0,4.0,10.63884011,3.1662375315,1.268880083,0.646891274,1.663045346,37.1140414,-4.942682582,-3.5070077435,9.124393045
ETOPOSIDE.SUNITINIB,5.0,4.0,4.286803198,2.780818397,21.10065642,0.859396751,1.372689061,30.99321971,0.434879802,0.984589705,10.88894723
ETOPOSIDE.TEMOZOLOMIDE,250.0,4.0,12.83428646,1.738459268,87.39811291,0.859396751,1.535331728,26.11936313,0.231227899,-5.031192343,6.119373714
ETOPOSIDE.ZOLINZA,4.0,4.0,1.3860397625,6.870862624,14.2254715,0.5113382205,1.663045346,28.4813773,8.9164518155,14.7157977,25.205710465
GELDANAMYCIN.GEMCITABINE,2.0,0.01,0.267763617,3.646598064,22.2154231,0.00255195,4.257338936,15.6812855,-2.670477933,-0.497701924,6.973034919
GELDANAMYCIN.L778123,2.0,5.0,0.351395151,7.088040359,24.115583005,2.1397552655,1.180351458,45.044875305,14.850557815,13.00521337,23.783971235
GELDANAMYCIN.LAPATINIB,2.0,5.0,0.213312181,2.675002039,17.79347907,5.0,1.496088579,59.80176276,8.857382097,11.5949446,17.2368226
GELDANAMYCIN.METFORMIN,2.0,250.0,0.2664647475,3.919276987,23.275279665,1.0,0.0,100.0,-3.751584993,-4.0505777425,-2.453820349
GELDANAMYCIN.METHOTREXATE,2.0,0.2,0.150878192,3.919276987,17.45730876,0.0401270845,10.0,17.205405105,-13.20711855,-14.142294255,-4.4088928745
GELDANAMYCIN.MITOMYCINE,2.0,1.0,0.313499574,4.19195591,24.33513623,0.124811704,1.54288774,31.77788246,-1.989142213,-14.67156208,8.276131622
GELDANAMYCIN.MK-2206,2.0,4.0,0.265165878,3.646598064,17.79347907,1.0,1.246088003,64.06371107,9.74200733,4.184027155,14.85226718
GELDANAMYCIN.MK-4541,2.0,4.0,0.265165878,2.675002039,17.79347907,1.0,1.070229977,92.58429641,5.040290031,3.246932345,6.915902425
GELDANAMYCIN.MK-4827,2.0,10.0,0.267763617,2.675002039,17.79347907,5.882769855,1.460345852,53.27669047,5.277096094,1.218012276,12.92835881
GELDANAMYCIN.MK-5108,2.0,2.0,0.2664647475,3.919276987,23.275279665,0.6516581485,2.5399916015,64.494310195,0.02353468,1.4910344705,8.7341505695
GELDANAMYCIN.MK-8669,2.0,0.01,0.2664647475,7.095977955,22.48336888,0.0010034355,2.0558280385,78.68593352,16.16433126,11.66489896,19.510404025
GELDANAMYCIN.MK-8776,4.0,2.0,0.683849092,2.158476563,54.83043401,0.313499574,2.675002039,26.01574291,6.306943431,-0.050696484,13.92106854
GELDANAMYCIN.MRK-003,2.0,10.0,0.2664647475,7.088040359,22.48336888,7.0210996295,1.9581542645,54.304961435,-2.177470238,-3.790145903,6.273375238
GELDANAMYCIN.OXALIPLATIN,20.0,2.0,8.085367469,1.980106362,27.30011331,0.462731818,2.675002039,30.5290161,-3.113059111,-10.52114198,9.799907844
GELDANAMYCIN.PACLITAXEL,2.0,0.04,0.1931109425,3.1608000515,17.094542145,0.0031122535,1.9214077295,24.593465755,-12.59067062,-11.948582215,3.166460528
GELDANAMYCIN.PD325901,2.0,0.1,0.172909704,4.19195591,17.79347907,0.008145249,1.026539857,53.35652855,3.135261207,-10.57906068,12.76832678
GELDANAMYCIN.SN-38,0.005,2.0,0.0022881465,1.7660114365,36.73792695,0.2906315955,3.919276987,20.004451085,4.40466914,8.9682112855,19.215450035
GELDANAMYCIN.SORAFENIB,20.0,2.0,9.858179869,3.057883709,0.0,0.267763617,2.675002039,14.06419183,-6.45447234,3.317678125,14.50020977
GELDANAMYCIN.SUNITINIB,2.0,5.0,0.265165878,2.675002039,22.2154231,3.400979885,2.871591058,18.64987029,6.798404572,7.741281977,17.93473983
GELDANAMYCIN.TEMOZOLOMIDE,2.0,250.0,0.219037791,3.082601898,17.45730876,15.02798913,2.46697276,86.845048875,-7.22844484,-7.334525614,-2.21197761
GELDANAMYCIN.TOPOTECAN,1.0,2.0,0.0877909945,1.62164988,14.76444158,0.3285271725,7.088040359,22.48336888,-4.8769364535,-7.3810638185,12.28532675
GELDANAMYCIN.VINBLASTINE,2.0,0.04,0.493918091,9.999999991,30.5290161,0.010900471,3.012980405,8.990776155,-16.86086949,-9.384187247,-0.108460899
