,CELL_LINE_mean,CELL_LINE_median,COMPOUND_A_mean,COMPOUND_A_median,COMBINATION_ID_mean,COMBINATION_ID_median,CELL_LINE_COMPOUND_A_mean,CELL_LINE_COMPOUND_A_median
10585,1.82705168214,1.005401168,7.95635254382,7.4778377135,2.05637788824,3.135261207,-6.93154050664,-2.009109133
6127,-0.163276863626,2.265196999,11.0341810469,10.502867845,11.426210932,9.4740625535,0.7343434945,0.2020128355
18555,4.43922191963,3.589359821,9.33119194565,10.125491712,-0.441659901095,0.231227899,4.57497640565,-1.083616223
8682,4.15463741662,1.9484619455,16.9489931352,16.790678923,12.090852471,9.294464815,17.6680228382,22.0234324865
4850,3.08102136649,2.987977001,16.4555092378,11.887264091,8.88066882432,8.753253148,6.9511762385,-1.967248395
770,7.18502253668,5.740675769,10.4445526909,11.637586758,2.3875380401,2.389493747,9.9359136636,10.731187566
1304,12.6391440737,10.073495515,14.589090749,14.305386998,7.31491231841,3.2207835905,45.0585568139,38.99275401
20352,4.31498569306,4.285537662,16.9066117501,16.2518600915,4.71870798985,7.32231271,7.35472389502,9.63098032
16416,0.734227777422,2.73255688,19.053538286,19.20523699,3.48585284067,2.99556293,7.67210388802,21.385951626
9502,5.22814907377,4.655307064,-2.8340100171,-0.202787797433,1.17900713509,1.0928600235,13.8772071077,12.8275233061
9034,5.22814907377,4.655307064,8.36531658189,8.0042695365,4.31956151104,4.6831998985,11.0854642306,14.280609977
20332,4.31498569306,4.285537662,11.0542144254,10.2721822695,0.276889099476,0.339723958,0.36130633857,1.9168533705
16958,4.38859879502,4.16777977,4.12027511236,2.398193967,1.79412571405,1.268763371,2.68701969944,2.137317299
10394,1.82705168214,1.005401168,7.58994278603,8.53291687,1.40347564054,-0.53206138,-11.9158886268,-10.5738883125
541,6.85457036193,5.57039376,10.5602488261,12.1702017855,-7.95597287021,-7.552653275,33.1801957943,27.65249824
167,6.85457036193,5.57039376,17.570358509,17.4501784955,6.55757015436,5.737503951,29.8598857533,24.08070906
18877,4.43922191963,3.589359821,8.32882326182,8.290532751,7.6950185057,6.798404572,-2.7854905378,-4.786875622
1684,12.6391440737,10.073495515,17.4780132991,16.434757317,18.5739835344,21.335790895,30.3906245811,33.21541479
6497,-0.163276863626,2.265196999,14.5731679835,12.480662597,5.23077716392,5.542662304,7.05630775288,9.910920924
5645,6.89882816312,7.092524496,17.1055425811,15.6220622795,18.251587826,15.30332725,26.2730172965,21.93523977
11573,-4.74695349039,-0.218869226,26.7200899219,25.791506969,22.0403822471,21.18004685,20.5238364221,21.109330383
8856,4.15463741662,1.9484619455,15.4546290799,14.1031244885,11.9398516595,13.78530691,7.03703807637,11.4859011955
10281,1.82705168214,1.005401168,13.3576210686,17.104318135,20.159319688,17.80691194,4.61359059267,1.854787173
8976,5.22814907377,4.655307064,8.41541613442,12.1438455625,10.2207742779,11.50550813,9.90624596188,10.012381492
14920,9.72315989101,9.6342076655,4.71431300321,6.967410551,-3.77283323668,-1.607229711,14.1101300309,13.320178995
2019,5.10670505239,5.3455657275,6.8184308702,6.0344805895,-0.994096310435,1.008307477,10.6090249477,9.9015278685
18604,4.43922191963,3.589359821,10.2747344971,10.434233678,16.6393046671,14.850557815,0.83254945407,-1.112224407
13469,12.1447419829,11.37988951,10.0042991388,10.072501319,5.16797534008,4.7610308885,21.8124471347,24.3840959355
20436,4.31498569306,4.285537662,4.97046611864,3.6675171625,-6.11787018117,2.31040389,-6.83239553618,-4.444171786
18901,4.43922191963,3.589359821,11.2925656123,9.32901667907,14.415004489,11.152704705,13.3476326511,11.0264292336
5070,3.08102136649,2.987977001,6.55770411985,5.855080167,-0.123171935522,0.692991326,-8.13782573419,-6.926583736
9650,5.23592990352,3.709561333,14.589090749,14.305386998,7.31491231841,3.2207835905,26.0090256981,25.490511254
10636,1.82705168214,1.005401168,19.1825219695,16.976579053,-0.295034565474,-11.21560672,1.9403928823,-0.71195404
16535,0.734227777422,2.73255688,22.1643311051,20.318474458,4.73817045948,8.098916037,21.607891555,31.44007538
9775,5.23592990352,3.709561333,16.4841772074,14.962562707,7.85365555125,9.029808066,21.4155764792,25.337677277
11467,-4.74695349039,-0.218869226,10.3139205216,12.2628961861,4.26254632027,6.4210507775,10.3818885807,10.2860641034
6105,-0.163276863626,2.265196999,20.2251915875,19.3146094186,33.8346495401,32.24515006,-12.8200983613,-5.47563437993
18031,6.62936750103,5.881891471,20.4839682623,23.11401378,27.9848997076,29.29642343,7.2501549866,5.703637358
3856,9.01571872344,6.249504669,23.2070007231,22.6565048236,13.051075436,14.55466843,29.4323373936,30.0256830466
2102,5.10670505239,5.3455657275,4.97046611864,3.6675171625,-6.11787018117,2.31040389,27.3963691437,23.882666547
6368,-0.163276863626,2.265196999,10.0042991388,10.072501319,5.16797534008,4.7610308885,5.8059081308,12.631659516
12847,1.9373531548,2.338132247,15.4911634711,11.3028662295,0.955996590556,1.106205493,18.6178621652,13.8594690165
19761,3.28899342444,3.109889877,7.78277663693,6.618878451,3.3308081155,-2.4669580525,-2.74237273375,-7.2373293685
11287,-0.551025542248,1.6047392,1.14389510953,4.760330564,9.06757140026,11.92274923,-21.97076057,-26.733221916
5723,6.89882816312,7.092524496,21.0935311933,19.458479163,16.5377537744,16.69959376,23.7443078383,14.279461734
22260,5.94598722522,8.168204728,5.22625350491,8.68993194,7.45662890336,8.0724625905,6.57708615167,7.8496229175
6675,4.72914776925,4.3960896255,13.8175665986,13.8459934935,4.24746633261,2.149227664,20.9926664801,22.7845450305
13369,12.1447419829,11.37988951,5.6432279743,4.200362438,9.263722876,9.0117333755,23.1767129321,23.901787408
1562,12.6391440737,10.073495515,3.15592934563,1.8137961055,-17.4701224965,-16.64633983,11.9950035558,-0.699250116
15958,8.71211425932,6.825018632,12.5497837643,10.1490297685,-0.138373156125,-1.947309587,24.8247126803,20.9653236385
2392,5.10670505239,5.3455657275,1.33942696232,1.428219859,7.74782048746,4.40466914,16.751080091,16.636169628
17800,6.62936750103,5.881891471,11.3373742614,12.031343039,7.25308828565,7.6908380455,15.0648331206,11.084692132
4979,3.08102136649,2.987977001,8.12982689141,11.313251782,6.20833867456,8.9164518155,9.78283473127,11.84580719
9448,5.22814907377,4.655307064,13.257232104,10.322050564,13.0717573062,10.60502244,14.0719573779,12.3953934875
9967,5.23592990352,3.709561333,6.32510441578,5.609172385,-2.807983236,-4.5964640865,23.5204379103,26.659360715
1528,12.6391440737,10.073495515,7.33498717004,6.818338141,2.34222278842,0.02353468,23.0198749064,19.765764015
12821,1.9373531548,2.338132247,13.0985248173,12.4920948101,15.1366790112,13.396269365,11.5266385444,12.3252002161
14095,1.3547021509,2.162119874,9.56492735307,8.923592863,9.77534423638,9.151582387,-7.27331465244,-3.423121595
20203,4.31498569306,4.285537662,-1.62491781431,-2.4363724655,-4.27126851204,-4.978933193,0.10165451093,1.127251713
11187,-0.551025542248,1.6047392,7.39830550507,4.503729258,14.4124279833,13.29765676,-4.48089454675,-1.485115241
1504,12.6391440737,10.073495515,13.0985248173,12.4920948101,15.1366790112,13.396269365,21.2681344326,19.3460439316
14750,4.44570270266,4.369908838,4.87251963496,3.8907796625,-6.37395040554,-6.857230126,12.3436304847,13.149156048
729,7.18502253668,5.740675769,21.6528248831,17.914954412,11.9973735452,12.42597717,17.1918146825,7.7551014505
14071,1.3547021509,2.162119874,6.90661634767,5.894392618,-5.49128416268,-5.750498762,3.79871106361,1.521276926
5547,6.89882816312,7.092524496,9.74723418337,8.0354550785,1.81486244815,4.7249969875,21.2843257829,15.9469070875
9127,5.22814907377,4.655307064,8.58503368255,13.0427274465,-3.55158268564,-0.648562418,20.8677568756,23.401413167
16515,0.734227777422,2.73255688,25.0691764206,24.272569178,20.8883162765,21.89962255,11.3062313099,21.9558487635
9366,5.22814907377,4.655307064,-6.40166649552,-4.06417947,-15.2181205334,-13.20711855,2.30357731089,8.098575754
7133,4.72914776925,4.3960896255,14.2112524048,13.207060771,-0.112047227524,2.680922961,22.3697167609,12.263132031
9674,5.23592990352,3.709561333,5.53449674303,7.689594718,3.28724536513,4.728113254,6.9469078775,14.396616275
2355,5.10670505239,5.3455657275,8.27024230323,10.770026209,3.57404274358,6.5799610555,8.5314508472,8.09052861
6554,-0.163276863626,2.265196999,7.13568126974,10.990929478,5.75023624667,6.257374932,-44.3512451953,5.544333499
1307,12.6391440737,10.073495515,6.44897288858,9.344312447,11.4770731661,8.31732056,32.9318154553,18.668966998
20572,4.31498569306,4.285537662,11.6939489951,12.3680095105,-5.57265517596,-5.728090461,-1.8445616088,-8.875292523
10338,1.82705168214,1.005401168,14.1220074545,16.0226614675,9.50953251408,9.696861622,-0.76661247387,-2.644747192
15981,8.71211425932,6.825018632,13.8387816868,12.3943657335,9.29454567367,6.63992742,36.4483382892,28.460340126
12825,1.9373531548,2.338132247,6.90437694002,4.508763934,3.80629958595,4.059804694,12.4202187668,13.338030551
12813,1.9373531548,2.338132247,11.20002043,12.3730441865,-5.07382780472,-6.008396242,12.096080309,16.121347142
11229,-0.551025542248,1.6047392,4.87251963496,3.8907796625,-6.37395040554,-6.857230126,-2.95023208521,-8.8900367705
16368,0.734227777422,2.73255688,18.3894200592,12.7285108625,13.9100093744,14.44204564,15.9875199805,3.8278544595
5812,6.89882816312,7.092524496,10.3386866633,11.917856957,-0.0517678578636,0.7290170375,11.274057488,11.564217171
656,7.18502253668,5.740675769,2.07618531689,2.740062546,0.92972993985,-6.6221772585,-1.3929999546,-6.949986312
21962,5.94598722522,8.168204728,6.50314088431,6.38820518207,10.4439978301,9.183345575,17.9575719208,15.3417357706
8453,4.15463741662,1.9484619455,3.81533178851,2.102897336,4.27060327388,5.478740622,-25.3390683076,-25.892272535
16835,4.38859879502,4.16777977,28.3916548693,24.47160702,38.2891995599,38.0908804,36.1480921158,30.49581812
17028,4.38859879502,4.16777977,-3.00960032926,-0.205227345,-15.6072382745,-14.26040241,-1.99499435835,-5.2845958725
16239,0.734227777422,2.73255688,14.0123309483,15.324405475,1.98201020388,2.0404571505,16.3474471932,19.512828181
20320,4.31498569306,4.285537662,9.33119194565,10.125491712,-0.441659901095,0.231227899,16.5487815923,12.826078507
9635,5.23592990352,3.709561333,11.4991846453,10.889597529,-4.68776651115,-6.2924934285,14.8049489354,8.013043874
14588,4.44570270266,4.369908838,14.4607929881,12.6309298785,5.28807457444,3.475584516,15.4016401716,20.9975731315
16023,8.71211425932,6.825018632,3.66456585325,2.5500896455,-6.86997409384,-6.24710064,0.5026336228,-1.055192753
17655,4.27950945649,2.767635518,9.38181115495,10.100324135,8.03393449304,7.486080387,28.0625131704,28.76059892
14916,9.72315989101,9.6342076655,8.70029420361,7.3645952945,5.91192042408,4.127096233,10.0344104725,8.622146455
8507,4.15463741662,1.9484619455,7.21485958579,4.894055396,-0.29404222,-0.1377996,1.09398847224,3.346410911
19105,1.04909560655,1.8113466365,6.35902481657,7.113035138,3.45354107057,4.95801153,-16.1531873002,-12.078923305
20459,4.31498569306,4.285537662,3.87868354318,2.4185850525,-1.6119617495,0.96777324,6.29746336819,8.638099965
6183,-0.163276863626,2.265196999,4.73776072515,7.454299657,3.467490511,5.5229585455,-31.6281162436,-1.21300552
9252,5.22814907377,4.655307064,11.20002043,12.3730441865,-5.07382780472,-6.008396242,15.0257683307,19.574936365
11040,-0.551025542248,1.6047392,24.2027771376,23.4649088165,21.9899376645,17.91527226,45.9939980551,41.78614256
18476,4.43922191963,3.589359821,18.4363637064,19.8938147875,16.6928244942,16.893170215,40.8541382354,46.22105942
16211,0.734227777422,2.73255688,11.3696379782,13.2719260705,-0.978804658958,4.4422198175,5.33430251504,6.913890062
13025,1.9373531548,2.338132247,10.2498959943,6.9909863135,5.03577242629,2.166931638,15.2876194264,12.400530498
6084,-0.163276863626,2.265196999,1.88142096713,1.2616505645,5.99800023044,1.6313479155,-6.33374703739,11.7919361505
13401,12.1447419829,11.37988951,17.0764299439,17.4552131715,8.27835461533,7.983105803,36.5141912522,36.054490947
18437,4.43922191963,3.589359821,-1.62491781431,-2.4363724655,-4.27126851204,-4.978933193,21.1584497565,18.802807529
16884,4.38859879502,4.16777977,7.39517843627,7.0545048885,3.71693025632,3.928836029,10.9733286162,6.706884969
20299,4.31498569306,4.285537662,17.570358509,17.4501784955,6.55757015436,5.737503951,10.2219999489,2.505463175
2023,5.10670505239,5.3455657275,17.7730110331,17.059520453,12.8197380764,11.99770399,24.7861574431,21.973804598
2197,5.10670505239,5.3455657275,6.90661634767,5.894392618,-5.49128416268,-5.750498762,29.6819379392,36.500045224
8907,4.15463741662,1.9484619455,-4.73251440432,-0.321838421,-8.72513191333,-8.2440748455,-4.85171677993,-6.038508413
16495,0.734227777422,2.73255688,5.57372422213,6.34055885357,-15.2574102528,-3.00209309,-5.38642407531,-6.84792654843
1513,12.6391440737,10.073495515,11.0725836213,11.708509938,8.69630955235,7.769508902,22.8723631453,21.5258182265
9249,5.22814907377,4.655307064,-5.44831124659,-3.234511121,-12.6338511268,-10.58559997,8.93341635124,6.8782047415
1546,12.6391440737,10.073495515,10.4595059299,11.8019769835,2.32893629277,2.643088013,44.0633118311,38.600024797
20240,4.31498569306,4.285537662,18.3266872002,19.195558795,0.567737624364,2.5092315765,16.6848570529,18.258100612
18995,1.04909560655,1.8113466365,1.11183955016,2.1556646845,-8.70652560739,-8.234799863,-33.485651398,-20.790691834
899,7.18502253668,5.740675769,7.24441250101,7.501697198,8.80307892246,10.6277668375,9.74172430325,9.2733800185
9433,5.22814907377,4.655307064,17.9428292269,18.262873533,12.9289626626,12.17460413,15.6676325704,15.2501284665
13094,1.9373531548,2.338132247,6.46664756424,6.67446839657,-14.164251154,6.306943431,11.5338518056,10.3770992296
15885,8.71211425932,6.825018632,3.01034393738,2.27471530807,3.11848915842,1.252239902,7.31263139242,7.77648687257
21173,4.73940872884,3.996830654,9.55162934876,11.303677215,3.68401436429,1.236464675,6.65348567555,8.967282979
21976,5.94598722522,8.168204728,13.8175665986,13.8459934935,4.24746633261,2.149227664,19.0215704816,20.293500759
14706,4.44570270266,4.369908838,13.5924533823,12.4870601341,-4.52649408795,2.5862567915,13.3889108651,17.0993622391
17173,4.38859879502,4.16777977,12.0558670498,11.509810634,5.66230224141,4.745946284,13.6319559448,5.928900432
1829,5.10670505239,5.3455657275,17.8129909208,15.795083075,7.748559428,10.82691616,-1.07499688254,-8.626466686
20765,4.73940872884,3.996830654,13.4897189316,10.3054067915,4.53655831179,4.530779864,-11.7602315557,-16.957577366
18990,1.04909560655,1.8113466365,3.83909772531,5.406056264,0.270490243913,3.061087835,-64.2836753945,-13.05805132
13097,1.9373531548,2.338132247,0.272499686991,-1.3088624795,-2.90319102421,-6.45447234,12.427432028,11.3899295645
8948,4.15463741662,1.9484619455,3.74361510348,7.131977353,11.3144160445,12.16759495,-17.0468208655,-18.4830411605
11105,-0.551025542248,1.6047392,14.1105095086,12.838835969,10.0431108291,10.337289507,6.49629225822,1.8134183845
4132,9.01571872344,6.249504669,13.8387816868,12.3943657335,9.29454567367,6.63992742,33.4388680774,31.744132585
9882,5.23592990352,3.709561333,9.31759075759,8.425884288,3.723822012,4.842642798,-13.6960001286,-9.766748865
22321,5.94598722522,8.168204728,11.6939489951,12.3680095105,-5.57265517596,-5.728090461,-1.38750597956,1.1843015935
6640,4.72914776925,4.3960896255,2.18586182301,3.4383185385,-17.8570764889,-11.660661035,-4.5597708232,-5.366305277
9494,5.22814907377,4.655307064,5.28843316763,7.428130804,0.9078211578,12.64938445,17.93448229,14.373007512
5681,6.89882816312,7.092524496,13.0015363721,11.786969639,3.61443131681,3.283500917,9.10824789796,14.3142233045
14142,1.3547021509,2.162119874,5.57372422213,6.34055885357,-15.2574102528,-3.00209309,5.94498084721,5.28831642457
3676,9.01571872344,6.249504669,7.49891729885,7.196609175,4.8807261158,4.865879488,5.55424994201,4.3603415055
21980,5.94598722522,8.168204728,10.8778192716,10.2300979565,7.4852423257,5.607115341,11.9873218152,13.969283841
15174,9.72315989101,9.6342076655,11.0725836213,11.708509938,8.69630955235,7.769508902,27.0463072724,19.592423385
10118,5.23592990352,3.709561333,1.33942696232,1.428219859,7.74782048746,4.40466914,14.174549665,14.422640394
13376,12.1447419829,11.37988951,10.4842235878,9.4603714865,7.96094865125,4.6460954995,52.9276946952,53.67605457
13817,1.3547021509,2.162119874,10.4546825231,8.208475874,8.22895516637,7.4265461215,-11.5741455587,-9.130571027
4987,3.08102136649,2.987977001,8.26961012976,10.0429836455,-4.18835887582,-4.025342306,1.4041889732,0.111286062
15139,9.72315989101,9.6342076655,21.969266707,17.680118415,7.52160260731,4.814467714,33.0515252029,25.5054629455
20604,4.31498569306,4.285537662,5.18669991972,7.0166476485,-4.63460047738,-3.8131585845,3.135854526,0.682124859
18667,4.43922191963,3.589359821,4.36122657133,3.405718956,3.94909737823,2.5469896395,0.49928841921,0.049842587
6456,-0.163276863626,2.265196999,6.44206382793,6.484428598,15.0094139568,15.61011364,17.1319134341,13.518154969
20537,4.31498569306,4.285537662,2.74752354179,4.080045096,-1.1908834985,-0.8588438285,-3.06248720967,3.05260523
8848,4.15463741662,1.9484619455,17.4780132991,16.434757317,18.5739835344,21.335790895,27.0326095092,26.166113994
17911,6.62936750103,5.881891471,10.6617103289,9.6901728075,2.21522194812,-1.141078806,19.6686262875,19.881988187
20462,4.31498569306,4.285537662,6.77694013129,3.8442296855,4.15725419604,4.3483235,6.65939298419,9.000029581
11134,-0.551025542248,1.6047392,-2.66407004424,0.825992327,-0.39804311075,-1.1973863485,8.40507607062,10.573849684
9210,5.22814907377,4.655307064,24.6967057027,23.4598741405,25.3244744923,26.14067235,27.3251695692,27.427721343
11567,-4.74695349039,-0.218869226,13.7173332143,14.699642339,-3.24653132891,-4.038762817,5.38475326983,3.487104457
18270,6.62936750103,5.881891471,15.4546290799,14.1031244885,11.9398516595,13.78530691,15.5303129067,13.517110591
17235,4.27950945649,2.767635518,18.2778068487,17.623199291,4.65798184014,5.4921304,10.6849430413,14.083603805
14691,4.44570270266,4.369908838,8.85747901336,8.7505720675,5.64660255241,3.760319742,20.3780983759,12.461874032
17128,4.38859879502,4.16777977,5.42397794624,4.336438031,-6.2844993859,-7.22844484,33.4000695689,30.002174352
14154,1.3547021509,2.162119874,12.0664197131,13.180704548,9.59422110596,9.044794752,1.75000799864,4.7841468175
3966,9.01571872344,6.249504669,7.12111320907,5.976523077,11.5151403006,11.13212879,10.8288954244,8.729411683
18070,6.62936750103,5.881891471,10.9781521528,9.4553368105,1.71947313085,-0.491930327,12.0300126722,10.947016004
17601,4.27950945649,2.767635518,2.74752354179,4.080045096,-1.1908834985,-0.8588438285,2.03515279411,5.710709398
22183,5.94598722522,8.168204728,11.20002043,12.3730441865,-5.07382780472,-6.008396242,14.1692860575,14.434014304
10344,1.82705168214,1.005401168,16.9066117501,16.2518600915,4.71870798985,7.32231271,13.9135039736,9.891813015
14165,1.3547021509,2.162119874,26.4457436341,22.327906093,24.8071508588,23.238833275,16.7215856081,10.381258925
15398,9.72315989101,9.6342076655,13.8387816868,12.3943657335,9.29454567367,6.63992742,17.1344563881,17.753292593
18863,4.43922191963,3.589359821,17.9428292269,18.262873533,12.9289626626,12.17460413,6.3450040642,11.812185811
8585,4.15463741662,1.9484619455,15.1006525451,13.0887819605,13.5775348978,11.83817038,13.3908067442,12.907570173
6298,-0.163276863626,2.265196999,21.220968002,20.1230134115,10.4965076355,10.477678002,-41.3256058864,-8.785571261
19475,1.04909560655,1.8113466365,11.0600787847,9.34566045157,5.8308971245,3.7244046815,-10.6236928171,-6.51223621343
1355,12.6391440737,10.073495515,10.9534329274,11.400560641,22.3003651964,20.69949823,44.9395014373,45.40290646
14287,4.44570270266,4.369908838,22.6850635493,20.592791115,7.00803618116,5.403287915,28.8800028927,23.99686328
3833,9.01571872344,6.249504669,12.8928051408,15.276201919,15.7946880009,15.16505167,38.8933953086,37.308594929
22084,5.94598722522,8.168204728,10.0584380109,9.46377827657,29.2975919365,26.32310015,28.253362553,26.0842473816
20540,4.31498569306,4.285537662,0.10277394878,1.088912695,-4.76948777136,-2.779110529,-3.11316443371,-2.3001769625
11159,-0.551025542248,1.6047392,5.57894615268,8.5264081195,1.79502943016,-1.113680834,-30.6252857124,-24.6172862855
17965,6.62936750103,5.881891471,4.1797136864,4.4801912015,-10.4633984455,-4.942682582,-2.86687477463,-1.2862787755
4155,9.01571872344,6.249504669,-5.07804468934,-1.353058093,-14.231515236,-13.46679472,13.8885968955,13.480647106
16566,0.734227777422,2.73255688,14.2112524048,13.207060771,-0.112047227524,2.680922961,8.78360656237,3.7412949245
9084,5.22814907377,4.655307064,11.0341810469,10.502867845,11.426210932,9.4740625535,8.19173015964,9.47444638
8358,4.15463741662,1.9484619455,13.2832854966,14.175043966,4.53097458259,7.837174776,10.0753815825,9.371770646
13306,12.1447419829,11.37988951,7.78277663693,6.618878451,3.3308081155,-2.4669580525,-7.8710006812,-6.18729273
10034,5.23592990352,3.709561333,19.1825219695,16.976579053,-0.295034565474,-11.21560672,51.078638827,52.28762551
5082,3.08102136649,2.987977001,9.48844717325,8.65196749357,-0.141290279211,1.422024374,8.8520577488,9.57969390057
639,7.18502253668,5.740675769,17.8129909208,15.795083075,7.748559428,10.82691616,28.4421131914,22.945776403
88,6.85457036193,5.57039376,12.2066329851,11.0626183245,5.07042732695,3.983491263,19.7348047512,10.131250612
5691,6.89882816312,7.092524496,0.39604270789,-0.7570080155,-5.12643904164,-2.742576328,14.9211116165,17.2953800395
10978,-0.551025542248,1.6047392,9.4216897243,6.8353620865,9.05193376496,10.37768939,3.5263586093,4.5685118165
12741,1.9373531548,2.338132247,15.1006525451,13.0887819605,13.5775348978,11.83817038,18.406314509,19.220692725
2309,5.10670505239,5.3455657275,14.5731679835,12.480662597,5.23077716392,5.542662304,17.4170959999,13.634961615
11892,-4.74695349039,-0.218869226,0.67907918171,2.932214348,-3.01400754796,-1.723918611,-57.961940697,1.916664345
10909,-0.551025542248,1.6047392,10.3738615636,12.4635220776,16.7347809066,10.815796885,11.7964191721,11.9000404311
6382,-0.163276863626,2.265196999,20.4301054994,17.260573905,11.521846511,9.715604452,18.495324131,19.8330413025
15491,8.71211425932,6.825018632,26.7807212558,21.688231851,25.4128465467,26.15401265,25.5443734318,23.1616677725
21228,4.73940872884,3.996830654,4.86593090749,1.3623295755,5.41956063709,2.474787036,3.52457204438,2.953505293
5625,6.89882816312,7.092524496,9.71668745831,7.4601252225,5.92867387474,7.339993845,25.45922323,25.65644215
14253,1.3547021509,2.162119874,3.66456585325,2.5500896455,-6.86997409384,-6.24710064,8.46673571194,9.6163609255
6237,-0.163276863626,2.265196999,15.6158376015,14.8186929626,7.4587310338,9.121173056,14.8377653016,18.6332335266
16821,4.38859879502,4.16777977,4.42233717236,4.454555856,-3.17254412594,-2.670477933,26.2029635631,28.013412732
8381,4.15463741662,1.9484619455,12.4013973348,12.541030306,2.13569028464,4.106344679,6.96381514636,9.442486418
1492,12.6391440737,10.073495515,9.73477547775,8.559273093,-0.367993999875,-2.659162628,14.0515991208,13.824764805
18300,6.62936750103,5.881891471,14.5462300265,12.567386529,-1.30001350932,0.427360052,25.6886504459,24.4640673
498,6.85457036193,5.57039376,25.0691764206,24.272569178,20.8883162765,21.89962255,31.2008747906,17.4989469585
19972,3.28899342444,3.109889877,11.3456791604,12.910321112,-36.5396013585,-38.29919168,20.1095647569,17.8419568075
4792,3.08102136649,2.987977001,6.75216610305,10.872787641,-2.97823384233,2.305448289,10.6636481966,8.490015038
12544,1.9373531548,2.338132247,4.56814317702,6.555417773,8.94870534635,8.587253758,12.1032935701,14.1732461555
448,6.85457036193,5.57039376,5.12373936154,6.796932455,2.74902226856,1.326845141,-11.9626542104,-9.3860813475
196,6.85457036193,5.57039376,18.1808811956,17.094696878,9.44840196732,9.688260517,23.1767094039,14.5266905915
5615,6.89882816312,7.092524496,19.4239245344,18.578458244,12.3603430047,14.347660255,19.5886271565,22.61755306
17322,4.27950945649,2.767635518,12.6850945481,12.021805636,-3.2674046667,-4.539023522,21.4774433661,15.207193171
9028,5.22814907377,4.655307064,7.49891729885,7.196609175,4.8807261158,4.865879488,14.30954046,20.501023175
10388,1.82705168214,1.005401168,24.6967057027,23.4598741405,25.3244744923,26.14067235,16.1803017184,16.778561678
14445,4.44570270266,4.369908838,11.8635665432,13.2668913945,10.1306076256,12.04405071,3.5317117371,-2.1569889275
8755,4.15463741662,1.9484619455,1.75513808842,0.2490921075,5.95076897277,8.099260286,-23.4979749951,-23.50209589
430,6.85457036193,5.57039376,9.56492735307,8.923592863,9.77534423638,9.151582387,2.57183065735,0.4483764005
5257,3.08102136649,2.987977001,2.85069176137,6.79806781,-22.0929084569,-11.027763075,22.4883591102,20.726011338
9018,5.22814907377,4.655307064,4.6046364971,6.2691545585,1.24259357441,1.083449748,8.24479857912,10.09938432
19894,3.28899342444,3.109889877,4.12027511236,2.398193967,1.79412571405,1.268763371,4.25911426787,3.4987367755
13531,12.1447419829,11.37988951,1.22151605628,2.853920677,-2.56915537304,-0.826508396,26.5991331166,26.6225587518
22143,5.94598722522,8.168204728,17.0128528458,14.6731739475,13.8216323506,11.53193563,4.5040809536,5.958446916
20559,4.31498569306,4.285537662,8.36355044831,8.7556067435,3.098721266,3.752824461,2.36975313246,11.2662807
21078,4.73940872884,3.996830654,-0.61998024877,0.484123748,-4.9300652359,-2.642106643,-6.47817696901,-4.0111925265
1229,12.6391440737,10.073495515,26.7807212558,21.688231851,25.4128465467,26.15401265,51.9235796594,42.92485358
11048,-0.551025542248,1.6047392,6.90437694002,4.508763934,3.80629958595,4.059804694,4.0788754842,3.9082952765
18118,6.62936750103,5.881891471,23.7733851461,18.3571676005,14.336167035,13.28501102,32.289318713,27.3447541155
13975,1.3547021509,2.162119874,9.73477547775,8.559273093,-0.367993999875,-2.659162628,0.98852231386,-1.644060021
8545,4.15463741662,1.9484619455,7.3354055501,9.921287233,5.334799918,5.376924422,-5.28160905805,-5.268595495
11378,-4.74695349039,-0.218869226,13.4897189316,10.3054067915,4.53655831179,4.530779864,-1.882249424,-8.458369386
14266,4.44570270266,4.369908838,11.6723518831,11.391668797,9.79067705088,8.319763748,24.3968114848,23.0899637735
8932,4.15463741662,1.9484619455,13.8366188571,15.496538883,13.8249659768,9.746483845,13.9149866803,19.988826272
5773,6.89882816312,7.092524496,6.05418593374,3.2394407385,10.4753937756,12.99004435,15.6588729342,14.866881523
13175,12.1447419829,11.37988951,6.50314088431,6.38820518207,10.4439978301,9.183345575,19.7635551868,21.9540008016
11347,-4.74695349039,-0.218869226,8.43252894581,8.077248319,-9.87776506358,-7.0885612735,-18.1071655763,-11.37966732
18265,6.62936750103,5.881891471,14.9607005149,14.1081591645,1.65261005663,0.352653245,22.0942868719,15.497893557
17776,4.27950945649,2.767635518,4.222612892,5.524198101,-11.972623776,-12.290797125,7.61997128204,2.663273128
11360,-4.74695349039,-0.218869226,11.5768692613,13.117589886,14.6592557884,13.32451231,6.29580348495,4.8733313155
17256,4.27950945649,2.767635518,2.18586182301,3.4383185385,-17.8570764889,-11.660661035,-44.8193857029,-44.05314206
7169,4.72914776925,4.3960896255,9.8587137305,10.5334205216,13.4142778982,10.23600478,11.4802503812,9.19706371307
6048,-0.163276863626,2.265196999,4.25249534006,6.894951236,7.12084779876,9.611739213,-46.2867446642,0.3685932265
22073,5.94598722522,8.168204728,12.2555913302,10.440168389,11.2570568402,11.551438945,24.332046206,22.69341899
19043,1.04909560655,1.8113466365,17.6073932046,17.3610191885,-1.0090532669,-2.4858740585,10.4977726851,1.9376682195
19320,1.04909560655,1.8113466365,10.2040234191,9.002859074,-0.2527471721,-2.307306332,25.6334324119,26.59642055
