CELL_LINE,COMBINATION_ID,ADDITION_SCORE
HT29,BORTEZOMIB.MK-4827,161.6541182
HT29,DASATINIB.MK-4827,110.2715046
HT29,DINACICLIB.MK-4827,83.03314352
HT29,ERLOTINIB.MK-4827,34.5597844
HT29,MK-2206.MK-4827,53.93874915
HT29,MK-4827.MK-8669,35.6386898
HT29,MK-4827.MK-8776,44.77411431
HT29,MK-4827.MK-8776,64.63675328
HT29,MK-4827.OXALIPLATIN,70.17766733
HT29,MK-4827.PD325901,142.5834266
HT29,MK-4827.SN-38,30.61347857
HT29,MK-4827.SN-38,44.80855019
HT29,MK-4827.SORAFENIB,77.41703588
HT29,MK-4827.TOPOTECAN,153.6260783
HT29,GELDANAMYCIN.MK-4827,220.9787411
HT29,ABT-888.MK-5108,-5.614621647
HT29,BEZ-235.MK-5108,77.99553799
HT29,BORTEZOMIB.MK-5108,137.9678522
HT29,DASATINIB.MK-5108,92.85291756
HT29,DINACICLIB.MK-5108,69.82354407
HT29,ERLOTINIB.MK-5108,26.96228267
HT29,MK-2206.MK-5108,43.90167211
HT29,MK-4827.MK-5108,7.726720095
HT29,MK-5108.MK-8669,27.90447422
HT29,MK-5108.MK-8776,36.41252053
HT29,MK-5108.OXALIPLATIN,58.94202827
HT29,MK-5108.PD325901,121.297673
HT29,MK-5108.SN-38,24.04238671
HT29,MK-5108.SORAFENIB,66.12321575
HT29,MK-5108.TOPOTECAN,131.4453481
HT29,GELDANAMYCIN.MK-5108,189.7687642
HT29,BEZ-235.MK-8669,129.090243
HT29,DINACICLIB.MK-8669,113.8613489
HT29,MK-8669.MK-8776,71.64088454
HT29,MK-8669.OXALIPLATIN,96.82174801
HT29,MK-8669.SN-38,56.04600891
HT29,MK-8669.SORAFENIB,97.70521844
HT29,MK-8669.TOPOTECAN,191.9780464
HT29,GELDANAMYCIN.MK-8669,270.3953149
HT29,5-FU.MRK-003,87.62937272
HT29,ABT-888.MRK-003,48.72481033
HT29,AZD1775.MRK-003,69.48637014
HT29,BEZ-235.MRK-003,130.6894377
HT29,BORTEZOMIB.MRK-003,176.6051347
HT29,CARBOPLATIN.MRK-003,73.60649868
HT29,CYCLOPHOSPHAMIDE.MRK-003,48.3345468
HT29,DASATINIB.MRK-003,147.4567443
HT29,DEXAMETHASONE.MRK-003,52.64250437
HT29,DINACICLIB.MRK-003,113.0362978
HT29,DOXORUBICIN.MRK-003,113.6949046
HT29,ERLOTINIB.MRK-003,91.9730599
HT29,ETOPOSIDE.MRK-003,97.62474217
HT29,GEMCITABINE.MRK-003,67.12566598
HT29,L778123.MRK-003,74.44880852
HT29,LAPATINIB.MRK-003,99.42391515
HT29,LAPATINIB.MRK-003,89.19190152
HT29,MK-2206.MRK-003,104.5866662
HT29,MK-4827.MRK-003,66.06862108
HT29,MK-5108.MRK-003,55.30442771
HT29,MK-8669.MRK-003,92.69441578
HT29,MK-8776.MRK-003,87.45632052
HT29,METFORMIN.MRK-003,53.47763484
HT29,METHOTREXATE.MRK-003,79.18220265
HT29,MITOMYCINE.MRK-003,131.1972775
HT29,MRK-003.OXALIPLATIN,97.05911526
HT29,MRK-003.PD325901,164.1976398
HT29,MRK-003.PACLITAXEL,197.3941674
HT29,MRK-003.SN-38,78.07128848
HT29,MRK-003.SORAFENIB,83.51446775
HT29,MRK-003.SUNITINIB,62.42022366
HT29,MRK-003.SUNITINIB,46.24466355
HT29,MRK-003.TEMOZOLOMIDE,66.33421263
HT29,MRK-003.TOPOTECAN,160.7894454
HT29,MRK-003.VINBLASTINE,126.3519167
HT29,MRK-003.VINBLASTINE,158.2623061
HT29,MRK-003.VINORELBINE,184.092918
HT29,MRK-003.ZOLINZA,108.9740862
HT29,GELDANAMYCIN.MRK-003,216.4059044
HT29,ABT-888.METFORMIN,-8.511563131
HT29,AZD1775.METFORMIN,32.61215588
HT29,BEZ-235.METFORMIN,75.61996685
HT29,BORTEZOMIB.METFORMIN,136.6457986
HT29,DASATINIB.METFORMIN,90.45376483
HT29,DINACICLIB.METFORMIN,67.90586974
HT29,ERLOTINIB.METFORMIN,23.67146554
HT29,L778123.METFORMIN,39.20765479
HT29,LAPATINIB.METFORMIN,33.57428023
HT29,METFORMIN.MK-2206,40.92718316
HT29,METFORMIN.MK-4827,4.687884245
HT29,METFORMIN.MK-5108,1.741226243
HT29,METFORMIN.MK-8669,24.63020831
HT29,METFORMIN.MK-8776,33.90792371
HT29,METFORMIN.PD325901,119.6640203
HT29,METFORMIN.SORAFENIB,65.54903957
HT29,METFORMIN.SUNITINIB,37.51301106
HT29,METFORMIN.TEMOZOLOMIDE,-10.40472369
HT29,METFORMIN.ZOLINZA,62.50684815
HT29,GELDANAMYCIN.METFORMIN,189.3492304
HT29,ABT-888.METHOTREXATE,41.72467429
HT29,AZD1775.METHOTREXATE,57.9196585
HT29,BEZ-235.METHOTREXATE,108.4293342
HT29,BORTEZOMIB.METHOTREXATE,145.3047399
HT29,DASATINIB.METHOTREXATE,122.1590663
HT29,DINACICLIB.METHOTREXATE,93.69452664
HT29,ERLOTINIB.METHOTREXATE,77.3531654
HT29,L778123.METHOTREXATE,61.90504782
HT29,LAPATINIB.METHOTREXATE,83.33702991
HT29,METHOTREXATE.MK-2206,87.46590877
HT29,METHOTREXATE.MK-4827,56.00236543
HT29,METHOTREXATE.MK-5108,46.9554689
HT29,METHOTREXATE.MK-8669,77.93249431
HT29,METHOTREXATE.MK-8776,73.15096309
HT29,METHOTREXATE.PD325901,135.3575268
HT29,METHOTREXATE.SORAFENIB,68.67993765
HT29,METHOTREXATE.SUNITINIB,51.73891619
HT29,METHOTREXATE.TEMOZOLOMIDE,56.76232269
HT29,METHOTREXATE.ZOLINZA,90.43211947
HT29,GELDANAMYCIN.METHOTREXATE,177.2760863
HT29,ABT-888.MITOMYCINE,87.48862646
HT29,AZD1775.MITOMYCINE,99.22157131
HT29,BEZ-235.MITOMYCINE,178.4615731
HT29,BORTEZOMIB.MITOMYCINE,221.4909536
HT29,DASATINIB.MITOMYCINE,198.4284785
HT29,DINACICLIB.MITOMYCINE,152.9281492
HT29,ERLOTINIB.MITOMYCINE,142.4593392
HT29,L778123.MITOMYCINE,103.8720648
HT29,LAPATINIB.MITOMYCINE,149.4418246
HT29,MITOMYCINE.MK-2206,153.9996535
HT29,MITOMYCINE.MK-4827,109.3661635
HT29,MITOMYCINE.MK-5108,92.79384314
HT29,MITOMYCINE.MK-8669,143.1353498
HT29,MITOMYCINE.MK-8776,128.9561603
HT29,MITOMYCINE.MK-8776,79.76976931
HT29,MITOMYCINE.PD325901,210.1437942
HT29,MITOMYCINE.SORAFENIB,104.2090525
HT29,MITOMYCINE.SUNITINIB,84.44081818
HT29,MITOMYCINE.TEMOZOLOMIDE,118.432181
HT29,MITOMYCINE.ZOLINZA,149.1212932
HT29,GELDANAMYCIN.MITOMYCINE,258.9011977
HT29,DINACICLIB.OXALIPLATIN,114.6339897
HT29,MK-8776.OXALIPLATIN,90.38254265
HT29,OXALIPLATIN.SORAFENIB,83.29986796
HT29,ABT-888.PD325901,115.8156889
HT29,BEZ-235.PD325901,222.9387834
HT29,BORTEZOMIB.PD325901,270.5688366
HT29,DASATINIB.PD325901,246.9699997
HT29,DINACICLIB.PD325901,190.5974359
HT29,MK-8669.PD325901,183.9626882
HT29,MK-8776.PD325901,164.062378
HT29,OXALIPLATIN.PD325901,164.6113569
HT29,PD325901.SN-38,154.4324658
HT29,PD325901.SORAFENIB,127.1195449
HT29,PD325901.TOPOTECAN,240.840846
HT29,GELDANAMYCIN.PD325901,312.0294903
HT29,ABT-888.PACLITAXEL,154.6282461
HT29,AZD1775.PACLITAXEL,153.3620096
HT29,BEZ-235.PACLITAXEL,267.0084674
HT29,BORTEZOMIB.PACLITAXEL,309.109769
HT29,DASATINIB.PACLITAXEL,293.5644514
HT29,DINACICLIB.PACLITAXEL,227.1895968
HT29,ERLOTINIB.PACLITAXEL,232.2454672
HT29,L778123.PACLITAXEL,157.912199
HT29,LAPATINIB.PACLITAXEL,239.0773509
HT29,MK-2206.PACLITAXEL,243.0741545
HT29,MK-4827.PACLITAXEL,185.3151688
HT29,MK-5108.PACLITAXEL,158.3984626
HT29,MK-8669.PACLITAXEL,232.9068972
HT29,MK-8776.PACLITAXEL,203.7346476
HT29,PACLITAXEL.PD325901,298.4700706
HT29,PACLITAXEL.SORAFENIB,144.7774645
HT29,PACLITAXEL.SUNITINIB,125.4356013
HT29,PACLITAXEL.TEMOZOLOMIDE,208.7365386
HT29,PACLITAXEL.ZOLINZA,223.4648489
HT29,GELDANAMYCIN.PACLITAXEL,345.8969725
HT29,DINACICLIB.SN-38,95.81563636
HT29,MK-8776.SN-38,60.61829574
HT29,SN-38.SORAFENIB,81.94630447
HT29,DINACICLIB.SORAFENIB,96.25828552
HT29,MK-8776.SORAFENIB,85.7354341
HT29,ABT-888.SUNITINIB,34.79649592
HT29,AZD1775.SUNITINIB,45.99637792
HT29,BEZ-235.SUNITINIB,85.3520369
HT29,BORTEZOMIB.SUNITINIB,112.5464678
HT29,DASATINIB.SUNITINIB,95.88669125
HT29,DINACICLIB.SUNITINIB,73.62028882
HT29,ERLOTINIB.SUNITINIB,62.46134502
HT29,LAPATINIB.SUNITINIB,66.87425349
HT29,MK-2206.SUNITINIB,69.89218192
HT29,MK-2206.SUNITINIB,49.22456953
HT29,MK-4827.SUNITINIB,45.86715246
HT29,MK-5108.SUNITINIB,38.57118635
HT29,MK-8669.SUNITINIB,62.88858154
HT29,MK-8776.SUNITINIB,58.47006853
HT29,OXALIPLATIN.SUNITINIB,63.30118153
HT29,PD325901.SUNITINIB,105.2377042
HT29,SN-38.SUNITINIB,52.92120854
HT29,SORAFENIB.SUNITINIB,53.14644306
HT29,SUNITINIB.TEMOZOLOMIDE,47.27625787
HT29,SUNITINIB.TOPOTECAN,101.9673335
HT29,GELDANAMYCIN.SUNITINIB,136.1350344
HT29,ABT-888.TEMOZOLOMIDE,-21.19072057
HT29,AZD1775.TEMOZOLOMIDE,38.56726649
HT29,BEZ-235.TEMOZOLOMIDE,94.49227037
HT29,BORTEZOMIB.TEMOZOLOMIDE,180.6569898
HT29,DASATINIB.TEMOZOLOMIDE,114.5038309
HT29,DINACICLIB.TEMOZOLOMIDE,85.57201132
HT29,ERLOTINIB.TEMOZOLOMIDE,21.08269239
HT29,LAPATINIB.TEMOZOLOMIDE,35.0648574
HT29,MK-2206.TEMOZOLOMIDE,45.50819453
HT29,MK-4827.TEMOZOLOMIDE,-3.787294507
HT29,MK-4827.TEMOZOLOMIDE,14.99593919
HT29,MK-5108.TEMOZOLOMIDE,-6.525633314
HT29,MK-8669.TEMOZOLOMIDE,22.43637819
HT29,MK-8776.TEMOZOLOMIDE,37.56900349
HT29,MK-8776.TEMOZOLOMIDE,59.00282017
HT29,OXALIPLATIN.TEMOZOLOMIDE,71.83059711
HT29,PD325901.TEMOZOLOMIDE,156.6182731
HT29,SN-38.TEMOZOLOMIDE,19.77509908
HT29,SORAFENIB.TEMOZOLOMIDE,86.86140501
HT29,TEMOZOLOMIDE.TOPOTECAN,173.9644065
HT29,GELDANAMYCIN.TEMOZOLOMIDE,255.0465619
HT29,BEZ-235.TOPOTECAN,217.3015247
HT29,DINACICLIB.TOPOTECAN,184.6859783
HT29,MK-8776.TOPOTECAN,167.2055175
HT29,SORAFENIB.TOPOTECAN,116.3824013
HT29,ABT-888.VINBLASTINE,55.17082904
HT29,AZD1775.VINBLASTINE,90.40012399
HT29,BEZ-235.VINBLASTINE,173.7649581
HT29,BORTEZOMIB.VINBLASTINE,243.8398296
HT29,DASATINIB.VINBLASTINE,197.402943
HT29,DINACICLIB.VINBLASTINE,150.9482188
HT29,ERLOTINIB.VINBLASTINE,114.5487782
HT29,L778123.VINBLASTINE,97.97361747
HT29,LAPATINIB.VINBLASTINE,125.9200033
HT29,MK-2206.VINBLASTINE,133.9278549
HT29,MK-4827.VINBLASTINE,79.05989281
HT29,MK-5108.VINBLASTINE,65.60735944
HT29,MK-8669.VINBLASTINE,115.6496854
HT29,MK-8776.VINBLASTINE,111.9089852
HT29,PD325901.VINBLASTINE,224.7753126
HT29,SORAFENIB.VINBLASTINE,115.5527689
HT29,SUNITINIB.VINBLASTINE,83.35949867
HT29,TEMOZOLOMIDE.VINBLASTINE,75.41969938
HT29,VINBLASTINE.ZOLINZA,144.7486188
HT29,GELDANAMYCIN.VINBLASTINE,304.531208
HT29,ABT-888.VINORELBINE,136.0068215
HT29,AZD1775.VINORELBINE,141.5736479
HT29,BEZ-235.VINORELBINE,249.5504735
HT29,BORTEZOMIB.VINORELBINE,296.8892701
HT29,DASATINIB.VINORELBINE,275.5601202
HT29,DINACICLIB.VINORELBINE,212.9149141
HT29,ERLOTINIB.VINORELBINE,210.2091014
HT29,LAPATINIB.VINORELBINE,217.8908866
HT29,MK-2206.VINORELBINE,222.6386792
HT29,MK-4827.VINORELBINE,165.4209802
HT29,MK-5108.VINORELBINE,141.0251728
HT29,MK-8669.VINORELBINE,210.9528148
HT29,MK-8776.VINORELBINE,186.5421174
HT29,PD325901.VINORELBINE,284.6721918
HT29,SORAFENIB.VINORELBINE,139.3057211
HT29,SUNITINIB.VINORELBINE,117.5576873
HT29,TEMOZOLOMIDE.VINORELBINE,183.7756101
HT29,VINORELBINE.ZOLINZA,208.7267993
HT29,GELDANAMYCIN.VINORELBINE,338.1520553
HT29,ABT-888.ZOLINZA,57.29544742
HT29,AZD1775.ZOLINZA,79.68894375
HT29,BEZ-235.ZOLINZA,149.2336264
HT29,BORTEZOMIB.ZOLINZA,200.109134
HT29,DASATINIB.ZOLINZA,168.1484845
HT29,DINACICLIB.ZOLINZA,128.9627258
HT29,ERLOTINIB.ZOLINZA,106.357279
HT29,GEMCITABINE.ZOLINZA,76.42809189
HT29,LAPATINIB.ZOLINZA,114.6129751
HT29,MK-2206.ZOLINZA,120.3112351
HT29,MK-4827.ZOLINZA,76.9574434
HT29,MK-5108.ZOLINZA,64.51772832
HT29,MK-8669.ZOLINZA,107.1565557
HT29,MK-8776.ZOLINZA,100.619601
HT29,OXALIPLATIN.ZOLINZA,110.7827545
HT29,PD325901.ZOLINZA,186.3835534
HT29,SN-38.ZOLINZA,90.2261457
HT29,SORAFENIB.ZOLINZA,94.58721098
HT29,SUNITINIB.ZOLINZA,71.21436799
HT29,TEMOZOLOMIDE.ZOLINZA,77.94892505
HT29,TOPOTECAN.ZOLINZA,181.9100051
HT29,GELDANAMYCIN.ZOLINZA,244.2179891
HT29,BEZ-235.GELDANAMYCIN,291.4402304
HT29,DINACICLIB.GELDANAMYCIN,246.5832926
HT29,GELDANAMYCIN.MK-8776,231.6888417
HT29,GELDANAMYCIN.OXALIPLATIN,214.0812621
HT29,GELDANAMYCIN.SN-38,226.4843217
HT29,GELDANAMYCIN.SORAFENIB,148.4175779
HT29,GELDANAMYCIN.TOPOTECAN,276.1318265
KPL1,5-FU.ABT-888,54.65214013
KPL1,5-FU.AZD1775,60.61244562
KPL1,5-FU.BEZ-235,180.4582159
KPL1,5-FU.BORTEZOMIB,107.0293687
KPL1,5-FU.DASATINIB,93.32529983
KPL1,5-FU.DINACICLIB,120.9898842
KPL1,5-FU.ERLOTINIB,80.77315476
KPL1,5-FU.L778123,102.321178
KPL1,5-FU.LAPATINIB,93.14657826
KPL1,5-FU.MK-2206,155.5992213
KPL1,5-FU.MK-4827,92.60547298
KPL1,5-FU.MK-5108,84.00191274
KPL1,5-FU.MK-8669,89.82923028
KPL1,5-FU.MK-8776,103.173037
KPL1,5-FU.PD325901,67.65897171
KPL1,5-FU.SORAFENIB,98.61219804
KPL1,5-FU.SUNITINIB,72.77694587
KPL1,5-FU.TEMOZOLOMIDE,53.13908084
KPL1,5-FU.ZOLINZA,96.5758208
KPL1,5-FU.GELDANAMYCIN,159.1237688
KPL1,ABT-888.BEZ-235,153.5629752
KPL1,ABT-888.DINACICLIB,90.47288196
KPL1,ABT-888.MK-8669,38.96334232
KPL1,ABT-888.MK-8776,68.01636531
KPL1,ABT-888.OXALIPLATIN,20.67652348
KPL1,ABT-888.SN-38,37.32872128
KPL1,ABT-888.SORAFENIB,90.05214415
KPL1,ABT-888.TOPOTECAN,67.26215812
KPL1,ABT-888.GELDANAMYCIN,126.5258267
KPL1,ABT-888.AZD1775,31.38951808
KPL1,AZD1775.BEZ-235,138.489113
KPL1,AZD1775.BORTEZOMIB,72.47188378
KPL1,AZD1775.DASATINIB,58.34632586
KPL1,AZD1775.DINACICLIB,88.83755181
KPL1,AZD1775.ERLOTINIB,48.7469065
KPL1,AZD1775.LAPATINIB,59.87140546
KPL1,AZD1775.MK-2206,116.1392871
KPL1,AZD1775.MK-4827,63.12584785
KPL1,AZD1775.MK-5108,58.14206005
KPL1,AZD1775.MK-8669,56.88889749
KPL1,AZD1775.MK-8776,72.81906694
KPL1,AZD1775.OXALIPLATIN,35.93214181
KPL1,AZD1775.PD325901,36.95641733
KPL1,AZD1775.SN-38,50.96419493
KPL1,AZD1775.SORAFENIB,77.65097253
KPL1,AZD1775.TOPOTECAN,72.51545446
KPL1,AZD1775.GELDANAMYCIN,119.2608162
KPL1,BEZ-235.DINACICLIB,221.8476217
KPL1,BEZ-235.MK-8776,207.1050534
KPL1,BEZ-235.OXALIPLATIN,155.177969
KPL1,BEZ-235.SN-38,187.1925508
KPL1,BEZ-235.SORAFENIB,148.7988592
KPL1,ABT-888.BORTEZOMIB,61.01258619
KPL1,BEZ-235.BORTEZOMIB,233.5821403
KPL1,BORTEZOMIB.DASATINIB,108.5608921
KPL1,BORTEZOMIB.DINACICLIB,152.9069612
KPL1,BORTEZOMIB.MK-8669,105.1655029
KPL1,BORTEZOMIB.MK-8776,127.6829609
KPL1,BORTEZOMIB.OXALIPLATIN,67.92736626
KPL1,BORTEZOMIB.SN-38,93.28724266
KPL1,BORTEZOMIB.SORAFENIB,129.4609253
KPL1,BORTEZOMIB.TOPOTECAN,127.3303968
KPL1,BORTEZOMIB.GELDANAMYCIN,203.3345634
KPL1,ABT-888.CARBOPLATIN,4.280757424
KPL1,AZD1775.CARBOPLATIN,29.53351386
KPL1,BEZ-235.CARBOPLATIN,179.8207115
KPL1,BORTEZOMIB.CARBOPLATIN,60.68843673
KPL1,CARBOPLATIN.DASATINIB,29.87279876
KPL1,CARBOPLATIN.DINACICLIB,101.4760417
KPL1,CARBOPLATIN.ERLOTINIB,17.52419192
KPL1,CARBOPLATIN.L778123,97.20250702
KPL1,CARBOPLATIN.LAPATINIB,37.59905546
KPL1,CARBOPLATIN.MK-2206,139.4890341
KPL1,CARBOPLATIN.MK-4827,54.51021557
KPL1,CARBOPLATIN.MK-5108,53.63506363
KPL1,CARBOPLATIN.MK-8669,32.21693078
KPL1,CARBOPLATIN.MK-8776,72.5696704
KPL1,CARBOPLATIN.PD325901,-3.752493162
KPL1,CARBOPLATIN.SORAFENIB,107.645835
KPL1,CARBOPLATIN.SUNITINIB,65.73025989
KPL1,CARBOPLATIN.TEMOZOLOMIDE,-27.30982374
KPL1,CARBOPLATIN.ZOLINZA,61.8662288
KPL1,CARBOPLATIN.GELDANAMYCIN,144.9825686
KPL1,ABT-888.CYCLOPHOSPHAMIDE,-16.18511273
KPL1,AZD1775.CYCLOPHOSPHAMIDE,10.08343968
KPL1,BEZ-235.CYCLOPHOSPHAMIDE,133.9539847
KPL1,BORTEZOMIB.CYCLOPHOSPHAMIDE,27.46231391
KPL1,CYCLOPHOSPHAMIDE.DASATINIB,-2.118718309
KPL1,CYCLOPHOSPHAMIDE.DINACICLIB,68.22330958
KPL1,CYCLOPHOSPHAMIDE.ERLOTINIB,-11.25611003
KPL1,CYCLOPHOSPHAMIDE.L778123,70.57237232
KPL1,CYCLOPHOSPHAMIDE.LAPATINIB,6.688697655
KPL1,CYCLOPHOSPHAMIDE.MK-2206,97.90172495
KPL1,CYCLOPHOSPHAMIDE.MK-4827,26.02396974
KPL1,CYCLOPHOSPHAMIDE.MK-5108,28.34426608
KPL1,CYCLOPHOSPHAMIDE.MK-8669,1.877646657
KPL1,CYCLOPHOSPHAMIDE.MK-8776,42.38406672
KPL1,CYCLOPHOSPHAMIDE.PD325901,-30.27521924
KPL1,CYCLOPHOSPHAMIDE.SORAFENIB,83.81111375
KPL1,CYCLOPHOSPHAMIDE.SUNITINIB,46.34301678
KPL1,CYCLOPHOSPHAMIDE.TEMOZOLOMIDE,-51.33298463
KPL1,CYCLOPHOSPHAMIDE.ZOLINZA,32.81632043
KPL1,CYCLOPHOSPHAMIDE.GELDANAMYCIN,102.7590666
KPL1,ABT-888.DASATINIB,38.12623992
KPL1,BEZ-235.DASATINIB,233.2605473
KPL1,DASATINIB.DINACICLIB,144.0230689
KPL1,DASATINIB.MK-8669,78.98437608
KPL1,DASATINIB.MK-8776,113.765823
KPL1,DASATINIB.OXALIPLATIN,47.14236561
KPL1,DASATINIB.SN-38,72.45003156
KPL1,DASATINIB.SORAFENIB,133.5461145
KPL1,DASATINIB.TOPOTECAN,112.9629779
KPL1,DASATINIB.GELDANAMYCIN,196.8839313
KPL1,ABT-888.DEXAMETHASONE,41.50312828
KPL1,AZD1775.DEXAMETHASONE,51.23310818
KPL1,BEZ-235.DEXAMETHASONE,171.8259686
KPL1,BORTEZOMIB.DEXAMETHASONE,92.25990624
KPL1,DASATINIB.DEXAMETHASONE,75.60871039
KPL1,DEXAMETHASONE.DINACICLIB,111.1952029
KPL1,DEXAMETHASONE.ERLOTINIB,63.69042152
KPL1,DEXAMETHASONE.L778123,96.42787459
KPL1,DEXAMETHASONE.LAPATINIB,77.09802116
KPL1,DEXAMETHASONE.MK-2206,144.8892483
KPL1,DEXAMETHASONE.MK-4827,80.24642544
KPL1,DEXAMETHASONE.MK-5108,73.67058245
KPL1,DEXAMETHASONE.MK-8669,73.50340779
KPL1,DEXAMETHASONE.MK-8776,91.8892159
KPL1,DEXAMETHASONE.PD325901,49.48014932
KPL1,DEXAMETHASONE.SORAFENIB,95.86477878
KPL1,DEXAMETHASONE.SUNITINIB,67.87020495
KPL1,DEXAMETHASONE.TEMOZOLOMIDE,33.74667963
KPL1,DEXAMETHASONE.ZOLINZA,84.74060144
KPL1,DEXAMETHASONE.GELDANAMYCIN,148.6611928
KPL1,DINACICLIB.MK-8776,140.8692593
KPL1,ABT-888.DOXORUBICIN,85.331434
KPL1,AZD1775.DOXORUBICIN,82.31458177
KPL1,BEZ-235.DOXORUBICIN,199.3840615
KPL1,BORTEZOMIB.DOXORUBICIN,141.1059621
KPL1,DASATINIB.DOXORUBICIN,134.4962254
KPL1,DINACICLIB.DOXORUBICIN,143.1682453
KPL1,DOXORUBICIN.ERLOTINIB,120.5485055
KPL1,DOXORUBICIN.L778123,115.4174527
KPL1,DOXORUBICIN.LAPATINIB,130.3688913
KPL1,DOXORUBICIN.MK-2206,179.6542821
KPL1,DOXORUBICIN.MK-4827,121.0951015
KPL1,DOXORUBICIN.MK-5108,107.7619441
KPL1,DOXORUBICIN.MK-8669,127.7360196
KPL1,DOXORUBICIN.MK-8776,129.0275905
KPL1,DOXORUBICIN.PD325901,110.1402029
KPL1,DOXORUBICIN.SORAFENIB,104.2897831
KPL1,DOXORUBICIN.SUNITINIB,83.78517965
KPL1,DOXORUBICIN.TEMOZOLOMIDE,98.61623549
KPL1,DOXORUBICIN.ZOLINZA,123.7915934
KPL1,DOXORUBICIN.GELDANAMYCIN,182.5633443
KPL1,ABT-888.ERLOTINIB,27.5489821
KPL1,BEZ-235.ERLOTINIB,212.5826729
KPL1,BORTEZOMIB.ERLOTINIB,92.34446616
KPL1,DASATINIB.ERLOTINIB,63.60500492
KPL1,DINACICLIB.ERLOTINIB,128.5181214
KPL1,ERLOTINIB.MK-8669,63.76436486
KPL1,ERLOTINIB.MK-8776,99.34340569
KPL1,ERLOTINIB.OXALIPLATIN,36.43214133
KPL1,ERLOTINIB.PD325901,27.46102857
KPL1,ERLOTINIB.SN-38,59.49089653
KPL1,ERLOTINIB.SORAFENIB,123.0533727
KPL1,ERLOTINIB.TOPOTECAN,98.4694477
KPL1,ERLOTINIB.GELDANAMYCIN,177.4829852
KPL1,ABT-888.ETOPOSIDE,38.60178662
KPL1,AZD1775.ETOPOSIDE,56.48600941
KPL1,BEZ-235.ETOPOSIDE,218.8695849
KPL1,BORTEZOMIB.ETOPOSIDE,104.4534287
KPL1,DASATINIB.ETOPOSIDE,78.36524399
KPL1,DINACICLIB.ETOPOSIDE,136.2131867
KPL1,ERLOTINIB.ETOPOSIDE,63.22914443
KPL1,ETOPOSIDE.LAPATINIB,82.50929941
KPL1,ETOPOSIDE.MK-2206,180.1345275
KPL1,ETOPOSIDE.MK-4827,91.48035665
KPL1,ETOPOSIDE.MK-5108,85.29247405
KPL1,ETOPOSIDE.MK-8669,77.34023823
KPL1,ETOPOSIDE.MK-8776,108.451139
KPL1,ETOPOSIDE.PD325901,42.7947447
KPL1,ETOPOSIDE.SORAFENIB,124.7783026
KPL1,ETOPOSIDE.SUNITINIB,84.52204963
KPL1,ETOPOSIDE.TEMOZOLOMIDE,20.16998394
KPL1,ETOPOSIDE.ZOLINZA,98.17141713
KPL1,ETOPOSIDE.GELDANAMYCIN,185.5024484
KPL1,ABT-888.GEMCITABINE,45.52089394
KPL1,AZD1775.GEMCITABINE,45.88633293
KPL1,BEZ-235.GEMCITABINE,119.5643607
KPL1,BORTEZOMIB.GEMCITABINE,79.44175769
KPL1,DASATINIB.GEMCITABINE,73.54602582
KPL1,DINACICLIB.GEMCITABINE,83.70451851
KPL1,ERLOTINIB.GEMCITABINE,65.19994033
KPL1,GEMCITABINE.LAPATINIB,71.96096107
KPL1,GEMCITABINE.MK-2206,105.9810401
KPL1,GEMCITABINE.MK-4827,68.36453453
KPL1,GEMCITABINE.MK-5108,61.23579525
KPL1,GEMCITABINE.MK-8669,70.1483133
KPL1,GEMCITABINE.MK-8776,73.96913098
KPL1,GEMCITABINE.PD325901,58.03415766
KPL1,GEMCITABINE.SORAFENIB,63.5956487
KPL1,GEMCITABINE.SUNITINIB,49.47888661
KPL1,GEMCITABINE.TEMOZOLOMIDE,50.10027554
KPL1,GELDANAMYCIN.GEMCITABINE,107.9486079
KPL1,ABT-888.L778123,83.95958487
KPL1,AZD1775.L778123,77.52396768
KPL1,BEZ-235.L778123,173.0010462
KPL1,BORTEZOMIB.L778123,131.5205512
KPL1,DASATINIB.L778123,129.1776781
KPL1,DINACICLIB.L778123,127.996924
KPL1,ERLOTINIB.L778123,117.0440863
KPL1,ETOPOSIDE.L778123,121.4761735
KPL1,GEMCITABINE.L778123,68.67659827
KPL1,L778123.LAPATINIB,124.0339241
KPL1,L778123.MK-2206,158.9580176
KPL1,L778123.MK-4827,112.5376182
KPL1,L778123.MK-5108,99.44696791
KPL1,L778123.MK-8669,122.1599299
KPL1,L778123.MK-8776,117.9320562
KPL1,L778123.OXALIPLATIN,85.49184718
KPL1,L778123.PD325901,109.635788
KPL1,L778123.SN-38,104.303877
KPL1,L778123.SORAFENIB,88.63522104
KPL1,L778123.SUNITINIB,74.04069738
KPL1,L778123.TEMOZOLOMIDE,101.433395
KPL1,L778123.TOPOTECAN,118.437374
KPL1,L778123.VINORELBINE,163.1909781
KPL1,L778123.ZOLINZA,114.2052403
KPL1,GELDANAMYCIN.L778123,161.0904474
KPL1,ABT-888.LAPATINIB,43.14455797
KPL1,BEZ-235.LAPATINIB,222.8210748
KPL1,BORTEZOMIB.LAPATINIB,109.8620009
KPL1,DASATINIB.LAPATINIB,84.61802231
KPL1,DINACICLIB.LAPATINIB,140.135245
KPL1,ERLOTINIB.LAPATINIB,69.19645302
KPL1,LAPATINIB.MK-2206,184.5793058
KPL1,LAPATINIB.MK-4827,96.02663833
KPL1,LAPATINIB.MK-5108,89.13703488
